205 0.065232 -1 -1 
206 0.083391 0.111188 0.164546 205
207 0.082343 0.110698 0.090235 205
208 0.114400 0.131720 0.192203 205
209 0.046724 0.076476 0.094845 205
210 0.107486 0.085067 0.106088 205
211 0.058178 0.171670 0.145340 210,206
212 0.034641 0.192203 0.200933 210,207
213 0.044070 0.098476 0.103505 208,210
214 0.055803 0.076267 0.101549 209,210
215 0.086534 0.130184 0.096870 205
216 0.038204 0.105041 0.205473 215,206
217 0.043301 0.205054 0.169993 215,207
218 0.042394 0.086604 0.093308 208,215
219 0.025561 0.085137 0.091702 209,215
220 0.120196 0.140451 0.110279 205
221 0.037434 0.079969 0.180888 220,206
222 0.023676 0.094286 0.085136 207,220
223 0.037644 0.075289 0.085625 208,220
224 0.040368 0.078990 0.081435 209,220
225 0.092400 0.163499 0.079409 205
226 0.051892 0.073822 0.084997 225,206
227 0.037854 0.074800 0.079969 225,207
228 0.035759 0.081505 0.083041 208,225
229 0.040997 0.059085 0.043581 209,225
230 0.041416 -1 -1 211
231 0.063626 0.111676 0.116844 212,230,211
232 0.055873 0.082063 0.090654 230,213,211
233 0.032057 0.078921 0.091772 214,230
234 0.090305 0.082064 0.080388 216,230
235 0.028286 0.127670 0.077873 234,216,212,231,217
236 0.051543 0.118381 0.134793 234,216,218,232
237 0.037155 0.085137 0.079479 234,216,219,233
238 0.081295 0.079409 0.075918 230,221
239 0.039670 0.093168 0.096870 238,231,221,222
240 0.025422 0.081015 0.089187 223,238,221,232
241 0.035269 0.076407 0.076336 224,238,221,233
242 0.088140 0.076337 0.075358 226,230
243 0.031568 0.096940 0.090235 227,226,231,242
244 0.042673 0.081505 0.079969 226,228,232,242
245 0.043999 0.063625 0.059504 226,242,229,233
246 0.117123 -1 -1 235
247 0.057968 0.112794 0.124038 235,236,246
248 0.034013 0.077454 0.078921 235,246,237
249 0.088769 0.081435 0.074311 235,246,239
250 0.037854 0.092819 0.081994 247,240,249,236,239
251 0.038483 0.111677 0.135282 241,237,249,248,239
252 0.083041 0.078921 0.081505 246,243
253 0.045117 0.093797 0.084997 252,244,247,236,243
254 0.029123 0.037994 0.042045 252,245,248,243
255 0.041276 -1 -1 250,240
256 0.057410 0.117333 0.130114 251,241,240,255
257 0.080038 0.041555 0.032267 253,244,240,255
258 0.025772 0.063067 0.077943 245,244,241,256,257,254
259 0.071867 -1 -1 258,254
