CPU13 13.794825 9005 spotrf spotrf CPU -1 9045 40
CPU0 31.334492 9006 strsm strsm CUDA0 3.284726 9046 40
CPU10 31.394797 9007 strsm strsm CUDA2 3.265735 9047 40
CPU18 31.413217 9008 strsm strsm CUDA3 3.234491 9048 40
CPU5 31.311498 9009 strsm strsm CUDA1 3.190236 9049 40
CPU9 33.202397 9010 strsm strsm CUDA0 13.357728 9050 40
CPU8 33.106656 9011 strsm strsm CUDA2 13.378183 9051 40
CPU17 31.196443 9012 strsm strsm CUDA3 0.727394 9052 40
CPU3 31.549189 9013 strsm strsm CUDA1 2.507159 9053 40
CPU2 31.282396 9014 strsm strsm CUDA0 2.986211 9054 40
CPU4 33.867441 9015 strsm strsm CUDA2 13.020456 9055 40
CPU11 31.477208 9016 strsm strsm CUDA3 2.746898 9056 40
CPU12 31.171044 9017 strsm strsm CUDA1 3.155421 9057 40
CPU15 31.164387 9018 strsm strsm CUDA0 3.033933 9058 40
CPU14 31.161201 9019 strsm strsm CUDA2 0.680394 9059 40
CPU1 31.542031 9020 strsm strsm CUDA3 0.693025 9060 40
CPU16 31.437358 9021 strsm strsm CUDA1 2.927044 9061 40
CPU6 31.245985 9022 strsm strsm CUDA0 13.770659 9062 40
CPU7 37.651951 9023 strsm strsm CUDA2 10.842115 9063 40
CPU19 31.523724 9024 strsm strsm CUDA3 5.306726 9064 40
CPU0 27.039348 9027 ssyrk ssyrk CUDA0 0.674760 9067 40
CPU10 45.276287 9028 sgemm sgemm CUDA2 1.377679 9068 40
CPU18 45.481925 9029 sgemm sgemm CUDA3 1.258359 9069 40
CPU0 45.202739 9030 sgemm sgemm CUDA1 1.043007 9070 40
CPU9 45.572422 9031 sgemm sgemm CUDA0 11.806848 9071 40
CPU8 44.227223 9032 sgemm sgemm CUDA2 4.747690 9072 40
CPU0 44.767428 9033 sgemm sgemm CUDA3 1.054208 9073 40
CPU3 45.937285 9034 sgemm sgemm CUDA1 0.050968 9074 40
CPU0 45.082243 9035 sgemm sgemm CUDA0 1.379009 9075 40
CPU4 45.508548 9036 sgemm sgemm CUDA2 1.057090 9076 40
CPU11 45.601006 9037 sgemm sgemm CUDA3 1.232695 9077 40
CPU0 45.140805 9038 sgemm sgemm CUDA2 12.440740 9078 40
