211,212
212,206 181
206,181
222,223
217,218
223,208 183
208,206 181 183
218,207 182
207,206 181 182
229,230
230,210 185
210,206 181 185
226,227
227,209 184
209,206 181 184
213,207 182 187
219,208 183 193
235,236
236,231 187
231,213 187
214,207 182 208 183 188
221,208 183 210 185 195
215,207 182 209 184 189
216,207 182 210 185 190
224,209 184 199
228,210 185 205
220,208 183 209 184 194
240,241
241,232 188
232,231 187 214 188
247,248
248,234 190
234,231 187 216 190
225,209 184 210 185 200
244,245
245,233 189
233,231 187 215 189
237,232 188 219 193
246,234 190 228 205
252,253
253,249 193
249,237 193
239,232 188 234 190 221 195
242,233 189 224 199
243,233 189 234 190 225 200
238,232 188 233 189 220 194
259,260
260,251 195
251,249 193 239 195
256,257
257,250 194
250,249 193 238 194
258,251 195 246 205
254,250 194 242 199
263,264
264,261 199
261,254 199
255,250 194 251 195 243 200
266,267
267,262 200
262,261 199 255 200
265,262 200 258 205
269,270
270,268 205
268,265 205
272,206
271,272
274,186
273,274
276,191
275,276
278,196
277,278
280,201
279,280
282,207
281,282
284,231
283,284
286,192
285,286
288,197
287,288
290,202
289,290
292,208
291,292
294,232
293,294
296,249
295,296
298,198
297,298
300,203
299,300
302,209
301,302
304,233
303,304
306,250
305,306
308,261
307,308
310,204
309,310
312,210
311,312
314,234
313,314
316,251
315,316
318,262
317,318
320,268
319,320
