206 2.438995 -1 -1 
207 4.221205 0.452431 0.814069 206
208 4.164913 0.280272 0.648964 206
209 4.257733 0.335866 0.705048 206
210 7.789673 0.347740 0.713079 206
213 3.715345 0.116914 0.108184 207
214 3.450018 0.156374 0.157353 208,207
215 3.551636 0.166642 0.177816 209,207
216 3.455885 0.089117 0.230267 210,207
219 2.594672 0.168877 0.210502 208
220 3.490805 0.115936 0.252337 209,208
221 3.466990 0.085066 0.248216 208,210
224 2.601307 0.169435 0.208826 209
225 3.526494 0.065581 0.254221 209,210
228 3.717371 0.176978 0.220628 210
231 3.658843 -1 -1 213
232 5.044423 0.435670 0.796261 214,231
233 4.250468 0.273569 0.649454 215,231
234 7.226893 0.326997 0.731239 216,231
237 3.511199 0.120406 0.121105 232,219
238 3.454907 0.118032 0.135352 220,232,233
239 3.362857 0.100222 0.250171 234,221,232
242 2.077707 0.130463 0.127181 224,233
243 3.412513 0.073263 0.251569 234,225,233
246 2.495009 0.096800 0.112375 234,228
249 1.802113 -1 -1 237
250 4.815764 0.433296 0.803175 238,249
251 6.887115 0.289981 0.664050 249,239
254 3.304330 0.117613 0.113841 250,242
255 3.303491 0.079898 0.258273 250,251,243
258 2.052704 0.118102 0.131790 251,246
261 1.812031 -1 -1 254
262 6.525826 0.436159 0.797029 261,255
265 2.009543 0.168597 0.215739 262,258
268 2.807059 -1 -1 265
