886 0.087511 -1 -1 
887 0.138775 0.118451 0.104552 886
888 0.069771 0.097918 0.092330 886
889 0.104972 0.117403 0.119428 886
890 0.135842 0.083111 0.093238 886
891 0.113352 0.095334 0.087721 886
892 0.048330 0.077384 0.116146 886
893 0.071727 0.086534 0.068654 886
894 0.050495 0.087092 0.100850 886
895 0.080807 0.082552 0.074800 886
898 0.031848 0.141219 0.158679 887
899 0.032476 0.163009 0.168108 888,887
900 0.057270 0.166572 0.186127 889,887
901 0.054476 0.139403 0.108045 890,887
902 0.035270 0.146876 0.099804 891,887
903 0.032755 0.091632 0.082483 892,887
904 0.063485 0.097359 0.092889 893,887
905 0.039949 0.093378 0.100920 894,887
906 0.030172 0.092260 0.097847 887,895
909 0.052242 0.125644 0.112165 888
910 0.054197 0.248914 0.227124 889,888
911 0.031987 0.252686 0.132698 890,888
912 0.056641 0.149250 0.145410 891,888
913 0.039321 0.151206 0.157352 892,888
914 0.031638 0.096940 0.095333 888,893
915 0.054896 0.079480 0.100920 888,894
916 0.051612 0.089257 0.089676 888,895
919 0.030311 0.119499 0.126482 889
920 0.052940 0.271682 0.262534 890,889
921 0.040089 0.311143 0.274267 891,889
922 0.032476 0.159937 0.167619 889,892
923 0.052242 0.097428 0.092260 889,893
924 0.046724 0.084578 0.081435 889,894
925 0.033454 0.083530 0.088698 889,895
928 0.049517 0.107136 0.109162 890
929 0.038762 0.344946 0.349834 890,891
930 0.029542 0.088209 0.094355 890,892
931 0.048470 0.094356 0.103086 890,893
932 0.047841 0.099383 0.090165 890,894
933 0.032197 0.092819 0.087651 890,895
936 0.049797 0.088629 0.105600 891
937 0.040439 0.084578 0.125015 891,892
938 0.028216 0.092330 0.106019 891,893
939 0.051194 0.081505 0.085066 891,894
940 0.046933 0.090235 0.089606 891,895
943 0.029613 0.075778 0.125085 892
944 0.051753 0.093867 0.102038 892,893
945 0.038622 0.098476 0.097079 892,894
946 0.032057 0.097359 0.093308 892,895
949 0.055314 0.080457 0.095334 893
950 0.063625 0.094286 0.080946 893,894
951 0.035270 0.089187 0.077384 893,895
954 0.047842 0.074800 0.103015 894
955 0.040927 0.038413 0.091771 894,895
958 0.029263 0.087162 0.105041 895
961 0.071866 -1 -1 898
962 0.047352 0.110629 0.117333 898,899,961
963 0.053289 0.120477 0.104553 898,900,961
964 0.113143 0.082552 0.095752 898,901,961
965 0.080737 0.120965 0.085067 898,902,961
966 0.109650 0.086534 0.074312 898,903,961
967 0.113911 0.084578 0.077384 961,904
968 0.044978 0.084578 0.075848 961,905
969 0.049867 0.079409 0.077454 906,961
972 0.039739 0.115308 0.077384 909,962
973 0.031428 0.091283 0.094286 910,962,963
974 0.051683 0.115797 0.104553 964,911,962
975 0.036876 0.091213 0.085556 965,962,912
976 0.031918 0.092819 0.092749 966,913,962
977 0.048400 0.088699 0.080457 914,967,962
978 0.036038 0.083600 0.092261 915,968,962
979 0.030521 0.086533 0.085137 916,969,962
982 0.046305 0.127041 0.235785 919,963
983 0.047422 0.135911 0.084089 964,920,963
984 0.030590 0.111257 0.082064 965,921,963
985 0.047422 0.091771 0.083530 966,922,963
986 0.037505 0.089677 0.078432 967,923,963
987 0.030451 0.084019 0.095334 924,968,963
988 0.049797 0.087651 0.092261 925,969,963
991 0.048889 0.117892 0.080458 964,928
992 0.027448 0.118450 0.093308 964,965,929
993 0.047702 0.098755 0.081994 964,966,930
994 0.036247 0.087162 0.083530 964,931,967
995 0.029403 0.100361 0.087092 964,932,968
996 0.046724 0.098406 0.074312 964,933,969
999 0.046724 0.076825 0.098896 965,936
1000 0.036317 0.085626 0.092260 965,966,937
1001 0.049727 0.091143 0.082483 938,965,967
1002 0.039670 0.076336 0.098895 965,939,968
1003 0.030032 0.091213 0.078921 965,969,940
1006 0.046375 0.087651 0.086604 966,943
1007 0.049098 0.085974 12.122554 966,967,944
1008 0.028914 0.074311 0.095333 966,945,968
1009 0.047282 0.110279 0.093308 946,966,969
1012 0.038343 0.082483 0.073822 967,949
1013 0.028915 0.085556 0.091702 950,967,968
1014 0.050216 0.091702 0.096450 951,967,969
1017 0.047562 0.088908 0.090723 968,954
1018 0.028146 0.043092 0.085136 955,968,969
1021 0.045886 0.083600 0.086603 958,969
1024 0.384337 -1 -1 972
1025 0.048540 0.110140 0.106089 1024,973,972
1026 0.050984 0.115866 0.122502 1024,974,972
1027 0.111607 0.081016 0.088140 1024,975,972
1028 0.111187 0.117962 0.107067 1024,972,976
1029 0.111397 0.077384 0.091212 977,1024,972
1030 0.079619 0.068724 0.081016 1024,972,978
1031 0.058597 0.081365 0.079968 1024,972,979
1034 0.025912 0.118730 0.120477 1025,982,973
1035 0.028774 0.123550 0.114260 1025,974,1026,973,983
1036 0.054546 0.126622 0.113841 1025,1027,973,975,984
1037 0.064393 0.098336 0.088140 1025,976,973,1028,985
1038 0.060552 0.103085 0.076895 1025,1029,986,973,977
1039 0.049796 0.097359 0.087581 1025,1030,973,987,978
1040 0.030171 0.085626 0.106507 1025,988,1031,973,979
1043 0.026330 0.120965 0.121104 974,1026,991
1044 0.034502 0.116845 0.123549 974,1027,1026,975,992
1045 0.055314 0.085625 0.085137 974,1026,1028,993,976
1046 0.050356 0.079899 0.090654 977,974,1026,1029,994
1047 0.042604 0.083041 0.089677 995,974,1030,1026,978
1048 0.029892 0.077803 0.090235 996,974,1031,1026,979
1051 0.026609 0.126622 0.110698 1027,999,975
1052 0.044000 0.085067 0.094356 976,1027,1000,975,1028
1053 0.052940 0.091283 0.088699 977,1027,1029,975,1001
1054 0.049867 0.092680 0.076895 1002,1027,1030,975,978
1055 0.032825 0.090724 0.095892 1027,1031,1003,975,979
1058 0.039669 0.085555 0.082483 1006,1028
1059 0.028984 0.082413 0.095892 1007,1029,1028
1060 0.066908 0.088628 0.080527 1030,1028,1008
1061 0.031569 0.083600 0.081924 1031,1028,1009
1064 0.065512 0.092260 0.083042 1029,1012
1065 0.057549 0.084019 0.083041 1030,1029,1013
1066 0.026260 0.089676 0.086114 1014,1031,1029
1069 0.043023 0.090165 0.084089 1030,1017
1070 0.029822 0.048120 0.047701 1030,1031,1018
1073 0.043651 0.089118 0.080457 1031,1021
1076 0.071517 -1 -1 1034
1077 0.105879 0.107626 0.108184 1076,1034,1035
1078 0.079479 0.115308 0.110698 1076,1036,1034
1079 0.051892 0.093657 0.085625 1076,1037,1034
1080 0.046654 0.114819 0.120477 1076,1038,1034
1081 0.110209 0.079968 0.102526 1076,1039,1034
1082 0.110279 0.120406 0.116356 1076,1040
1085 0.039879 0.123480 0.107626 1043,1077,1035
1086 0.028565 0.104623 0.089746 1077,1044,1036,1078,1035
1087 0.026261 0.097219 0.096870 1077,1079,1045,1035
1088 0.051264 0.092750 0.092749 1077,1080,1046,1035
1089 0.050565 0.085556 0.079409 1077,1039,1047,1081
1090 0.052661 0.081993 0.080527 1077,1048,1082
1093 0.038971 0.139613 0.135842 1051,1078
1094 0.047701 0.103505 0.089257 1052,1078,1079
1095 0.029124 0.107136 0.086603 1053,1078,1080
1096 0.050426 0.078991 0.091283 1054,1081,1078
1097 0.036737 0.080527 0.085066 1082,1078,1055
1100 0.026330 0.119499 0.117334 1058,1079
1101 0.047352 0.088628 0.083111 1059,1080,1079
1102 0.044140 0.105320 0.106018 1060,1081,1079
1103 0.027657 0.087581 0.086603 1061,1082,1079
1106 0.047142 0.091702 0.084578 1064,1080
1107 0.037226 0.092260 0.085066 1065,1081,1080
1108 0.037015 0.074311 0.086114 1066,1082,1080
1111 0.048261 0.133258 0.106089 1069,1081
1112 0.046375 0.051263 0.050775 1070,1082,1081
1115 0.030521 0.076895 0.078432 1082,1073
1118 0.066349 -1 -1 1085
1119 0.106089 0.108673 0.110210 1118,1085,1086
1120 0.052241 0.114330 0.118940 1087,1118,1085
1121 0.046096 0.083531 0.085555 1118,1085,1088
1122 0.109581 0.104483 0.108603 1118,1085,1089
1123 0.080247 0.090654 0.083530 1118,1090
1126 0.031359 0.118940 0.115866 1119,1086,1093
1127 0.047911 0.118940 0.128647 1119,1086,1120,1094,1087
1128 0.037085 0.085137 0.078990 1119,1086,1095,1121
1129 0.049448 0.090235 0.090724 1119,1086,1122,1096,1089
1130 0.029054 0.091702 0.081993 1119,1097,1123
1133 0.047842 0.123060 0.128647 1120,1100
1134 0.029333 0.093797 0.085555 1120,1121,1101
1135 0.029334 0.102178 0.076406 1120,1122,1102
1136 0.047841 0.079968 0.071238 1120,1123,1103
1139 0.037714 0.123550 0.106229 1106,1121
1140 0.025492 0.092679 0.074870 1121,1122,1107
1141 0.049168 0.090235 0.084089 1121,1123,1108
1144 0.044000 0.093727 0.087023 1111,1122
1145 0.029263 0.046654 0.049238 1122,1123,1112
1148 0.046724 0.090165 0.094355 1123,1115
1151 0.051613 -1 -1 1126
1152 0.050566 0.109650 0.117333 1151,1126,1127
1153 0.104832 0.117404 0.110698 1128,1151,1126
1154 0.051473 0.089676 0.086114 1129,1151,1126
1155 0.110768 0.120895 0.113771 1130,1151
1158 0.047632 0.128648 0.134095 1133,1127,1152
1159 0.029683 0.085066 0.097987 1128,1134,1127,1153,1152
1160 0.025352 0.087162 0.083041 1154,1135,1152
1161 0.041765 0.075848 0.090654 1155,1130,1136,1152
1164 0.041975 0.117403 0.122991 1139,1153
1165 0.029124 0.099733 0.076895 1154,1140,1153
1166 0.060063 0.086673 0.095334 1155,1141,1153
1169 0.035899 0.118311 0.118312 1154,1144
1170 0.028705 0.044070 0.037365 1155,1154,1145
1173 0.045676 0.081575 0.086184 1155,1148
1176 0.066279 -1 -1 1158
1177 0.082483 0.106089 0.121524 1176,1159,1158
1178 0.047632 0.109232 0.116286 1176,1160,1158
1179 0.111047 0.090724 0.093307 1176,1158,1161
1182 0.024793 0.110210 0.115797 1177,1164,1159
1183 0.047283 0.121943 0.110210 1177,1160,1159,1165,1178
1184 0.034711 0.093238 0.083041 1177,1166,1159,1161,1179
1187 0.026470 0.127600 0.117334 1160,1169,1178
1188 0.043441 0.047143 0.041486 1170,1161,1179,1178
1191 0.025492 0.092819 0.089187 1173,1161,1179
1194 0.072146 -1 -1 1164,1182
1195 0.048470 0.119428 0.105600 1165,1182,1194,1183
1196 0.079130 0.109162 0.113771 1184,1182,1194,1166
1199 0.025352 0.126692 0.114400 1187,1195,1183
1200 0.047422 0.045118 0.050286 1184,1195,1183,1188,1196
1203 0.048051 0.121454 0.119359 1191,1184,1196
1206 0.034571 -1 -1 1199,1187
