886 1.811333 -1 -1 
887 4.338049 0.459975 0.851435 886
888 4.242716 0.289003 0.670196 886
889 4.456989 0.348088 0.698832 886
890 4.465928 0.340895 0.714825 886
891 4.829103 0.337123 0.730051 886
892 4.204094 0.349764 0.721111 886
893 4.208493 0.336564 0.728025 886
894 4.233498 0.317917 0.713778 886
895 4.234335 0.327346 0.731587 886
898 2.129250 0.113352 0.117962 887
899 3.580552 0.147226 0.157841 888,887
900 3.629929 0.182565 0.176350 889,887
901 3.588094 0.108883 0.240114 890,887
902 3.575872 0.097009 0.253385 891,887
903 3.656888 0.106229 0.244654 892,887
904 3.682170 0.107695 0.252476 893,887
905 3.735599 0.098266 0.260648 894,887
906 3.697395 0.086603 0.238647 887,895
909 2.126527 0.171669 0.213994 888
910 3.630348 0.242000 0.241092 889,888
911 3.607649 0.255969 0.233898 890,888
912 3.546888 0.114889 0.266933 891,888
913 3.592914 0.104762 0.260368 892,888
914 3.659751 0.098546 0.252965 888,893
915 3.741466 0.088698 0.242489 888,894
916 3.669948 0.082482 0.247169 888,895
919 2.158025 0.169435 0.213435 889
920 3.616170 0.287816 0.279994 890,889
921 3.579294 0.303530 0.301016 891,889
922 3.570214 0.105181 0.258761 889,892
923 3.653326 0.092260 0.254990 889,893
924 3.733225 0.081924 0.245491 889,894
925 3.666805 0.087651 0.255199 889,895
928 2.129809 0.186267 0.211339 890
929 3.642222 0.316171 0.321968 890,891
930 3.586139 0.128927 2.319218 890,892
931 3.612957 0.086603 0.240464 890,893
932 3.617358 0.084089 0.238858 890,894
933 3.576430 0.099034 0.251148 890,895
936 2.153135 0.092750 0.124178 891
937 3.528450 0.089188 0.229219 891,892
938 3.553732 0.087650 0.252267 891,893
939 3.641173 0.090724 0.246680 891,894
940 3.535224 0.078920 0.244095 891,895
943 2.122545 0.102177 0.124108 892
944 3.559529 0.083041 0.241372 892,893
945 3.611282 0.089606 0.246051 892,894
946 3.578457 0.092749 0.236273 892,895
949 2.086787 0.129974 0.125645 893
950 3.671275 0.088210 0.249543 893,894
951 3.448411 0.086673 0.246610 893,895
954 2.109974 0.095543 0.116915 894
955 3.499536 0.076337 0.252197 894,895
958 2.097961 0.091772 0.122572 895
961 1.837663 -1 -1 898
962 4.295656 0.433854 0.809391 899,961
963 4.302082 0.281670 0.652177 900,961
964 4.285319 0.339848 0.688915 901,961
965 4.169174 0.237530 0.604616 902,961
966 4.263250 0.334820 0.716012 903,961
967 4.238386 0.320921 0.716501 961,904
968 4.217783 0.339917 0.711753 961,905
969 4.222881 0.341524 0.716222 906,961
972 2.156419 0.127880 0.116845 909,962
973 3.699421 0.088139 0.246889 910,962,963
974 3.693415 0.118171 0.129696 964,911,962
975 3.642081 0.095404 0.253873 965,962,912
976 3.576011 0.093238 0.239556 966,913,962
977 3.699560 0.081435 0.253943 914,967,962
978 3.614005 0.081435 0.238927 915,968,962
979 3.657098 0.094844 0.252685 916,969,962
982 2.172762 0.133536 0.137238 919,963
983 3.543814 0.119638 0.125715 964,920,963
984 3.632164 0.124806 0.120197 965,921,963
985 3.619453 0.096800 0.246539 966,922,963
986 3.606951 0.079410 0.245562 967,923,963
987 3.570844 0.107137 0.245771 924,968,963
988 3.634190 0.078920 0.241511 925,969,963
991 2.114374 0.117613 0.113352 964,928
992 3.679377 0.130952 0.125575 964,965,929
993 3.548005 0.088139 0.253175 964,966,930
994 3.611561 0.104342 0.251150 964,931,967
995 3.510920 0.083041 0.261555 964,932,968
996 3.593891 0.097917 13.104872 964,933,969
999 2.160050 0.091772 0.114400 965,936
1000 3.563021 0.087092 0.245422 965,966,937
1001 3.519789 0.082552 0.249612 938,965,967
1002 3.622596 0.081504 0.241442 965,939,968
1003 3.631186 0.077385 0.254781 965,969,940
1006 2.097752 0.099454 0.115378 966,943
1007 3.484939 0.085136 0.238997 966,967,944
1008 3.522723 0.078432 0.097498 966,945,968
1009 3.681472 0.087092 0.228171 946,966,969
1012 2.084203 0.083530 0.118939 967,949
1013 3.448412 0.084089 0.246470 950,967,968
1014 3.489618 0.087092 0.247099 951,967,969
1017 2.104107 0.094285 0.115797 968,954
1018 3.544793 0.071727 0.254292 955,968,969
1021 2.119472 0.076895 0.122572 958,969
1024 1.965752 -1 -1 972
1025 4.215129 0.427638 0.792070 1024,973
1026 4.220017 0.290610 0.649524 1024,974
1027 4.169244 0.337892 0.710635 1024,975
1028 4.165960 0.239485 0.608806 1024,976
1029 4.255567 0.337333 0.713149 977,1024
1030 4.231542 0.343619 0.708958 1024,978
1031 4.163726 0.325530 0.713707 1024,979
1034 2.130158 0.123340 0.127181 1025,982
1035 3.602341 0.114540 0.129206 1025,983,1026
1036 3.535504 0.131231 0.131791 1025,1027,984
1037 3.715345 0.109930 0.249193 1025,1028,985
1038 3.573846 0.102038 0.247587 1025,986,1029
1039 3.540322 0.088139 0.246120 1025,1030,987
1040 3.581110 0.078362 0.243536 1025,988,1031
1043 2.127225 0.133537 0.139473 1026,991
1044 3.603948 0.123688 0.143733 1027,1026,992
1045 3.600386 0.089117 0.250730 1026,1028,993
1046 3.627694 0.088699 0.248985 994,1026,1029
1047 3.561205 0.102946 0.246609 995,1030,1026
1048 3.636285 0.089187 0.239835 1031,996,1026
1051 2.150901 0.100642 0.114889 1027,999
1052 3.553663 0.080457 0.251149 1027,1028,1000
1053 3.499256 0.100990 0.219930 1027,1029,1001
1054 3.588093 0.085555 0.240533 1027,1030,1002
1055 3.546609 0.081504 0.242349 1027,1031,1003
1058 2.135256 0.102457 0.112724 1006,1028
1059 3.580621 0.092749 0.226565 1007,1029,1028
1060 3.572589 0.088209 0.229079 1030,1028,1008
1061 3.594310 0.088140 0.243326 1031,1028,1009
1064 2.183167 0.096311 0.118451 1029,1012
1065 3.647599 0.093797 0.228102 1030,1029,1013
1066 3.637052 0.087092 0.252197 1014,1031,1029
1069 2.177022 0.094775 0.117962 1030,1017
1070 3.556037 0.065581 0.239346 1030,1031,1018
1073 2.150273 0.078921 0.117962 1031,1021
1076 1.758324 -1 -1 1034
1077 4.208843 0.433784 0.805480 1076,1035
1078 4.196900 0.279155 0.645053 1076,1036
1079 4.200602 0.332654 0.697435 1076,1037
1080 4.300823 0.248565 0.606362 1076,1038
1081 4.276310 0.334260 0.734870 1076,1039
1082 4.202837 0.205403 0.578775 1076,1040
1085 2.116958 0.108952 0.116495 1043,1077
1086 3.595008 0.096800 0.233200 1077,1078,1044
1087 3.636564 0.091632 0.243467 1077,1045,1079
1088 3.572031 0.083041 0.241441 1077,1046,1080
1089 3.615821 0.085067 0.243467 1077,1047,1081
1090 3.629929 0.078432 0.241092 1077,1048,1082
1093 2.162564 0.140660 0.135352 1051,1078
1094 3.574476 0.096870 0.246121 1052,1078,1079
1095 3.529497 0.094845 0.241860 1053,1078,1080
1096 3.641384 0.096311 0.233410 1054,1081,1078
1097 3.596196 0.086604 0.242559 1082,1078,1055
1100 2.140774 0.123828 0.114820 1058,1079
1101 3.624411 0.093727 0.256248 1059,1080,1079
1102 3.593751 0.092750 0.252545 1060,1081,1079
1103 3.602482 0.080388 0.240533 1061,1082,1079
1106 2.125968 0.095892 0.118241 1064,1080
1107 3.693415 0.085556 0.254781 1065,1081,1080
1108 3.561903 0.082901 0.243746 1066,1082,1080
1111 2.127295 0.111955 0.124178 1069,1081
1112 3.582367 0.072216 0.246469 1070,1082,1081
1115 2.105295 0.076406 0.117892 1082,1073
1118 1.971967 -1 -1 1085
1119 4.224278 0.444051 0.800800 1118,1086
1120 4.227002 0.277270 0.663771 1087,1118
1121 4.288322 0.321060 0.702534 1118,1088
1122 4.200112 0.257155 0.599936 1118,1089
1123 4.254589 0.329720 0.711194 1118,1090
1126 2.120380 0.120267 0.133885 1119,1093
1127 3.623783 0.116635 0.120546 1119,1120,1094
1128 3.651231 0.081924 0.247517 1119,1121,1095
1129 3.581600 0.086044 0.246121 1119,1122,1096
1130 3.601644 0.082972 0.251150 1119,1097,1123
1133 2.134209 0.134584 0.126134 1120,1100
1134 3.553523 0.089607 0.246610 1120,1121,1101
1135 3.483123 0.090723 0.246121 1120,1122,1102
1136 3.531803 0.099663 0.242489 1120,1123,1103
1139 2.132952 0.106229 0.115587 1106,1121
1140 3.463358 0.080946 0.241930 1121,1122,1107
1141 3.449040 0.092680 0.252267 1121,1123,1108
1144 2.124640 0.098825 0.112794 1111,1122
1145 3.415935 0.080946 0.251079 1122,1123,1112
1148 2.100126 0.096381 0.119429 1123,1115
1151 1.817758 -1 -1 1126
1152 4.192151 0.441886 0.801429 1151,1127
1153 4.158976 0.283346 0.640794 1128,1151
1154 4.199345 0.337892 0.731727 1129,1151
