CPU2 8.020998 46625 spotrf spotrf CPU -1 46665 40
CPU3 17.849739 46626 strsm strsm CUDA0 2.143408 46666 40
CPU7 17.840714 46627 strsm strsm CUDA2 2.096265 46667 40
CPU8 17.893477 46628 strsm strsm CUDA0 1.923560 46668 40
CPU0 17.857513 46629 strsm strsm CUDA3 2.267150 46669 40
CPU13 18.129532 46630 strsm strsm CUDA2 2.099911 46670 40
CPU1 17.835777 46631 strsm strsm CUDA1 8.320038 46671 40
CPU19 17.870730 46632 strsm strsm CUDA2 0.566180 46672 40
CPU9 17.798501 46633 strsm strsm CUDA0 2.199718 46673 40
CPU17 18.100749 46634 strsm strsm CUDA2 1.884025 46674 40
CPU12 18.188383 46635 strsm strsm CUDA0 1.944379 46675 40
CPU14 24.385534 46636 strsm strsm CUDA2 14.057400 46676 40
CPU6 17.917082 46637 strsm strsm CUDA3 1.735545 46677 40
CPU15 17.918672 46638 strsm strsm CUDA1 1.764939 46678 40
CPU5 17.757578 46639 strsm strsm CUDA0 1.766027 46679 40
CPU10 18.156308 46640 strsm strsm CUDA2 4.623120 46680 40
CPU11 18.249846 46641 strsm strsm CUDA3 1.723574 46681 40
CPU16 17.805318 46642 strsm strsm CUDA1 1.822123 46682 40
CPU4 17.874157 46643 strsm strsm CUDA0 2.083067 46683 40
CPU18 17.878518 46644 strsm strsm CUDA2 1.783995 46684 40
CPU2 17.652220 46645 strsm strsm CUDA3 0.062664 46685 40
CPU2 18.202808 46646 strsm strsm CUDA1 1.791166 46686 40
CPU9 18.016405 46647 strsm strsm CUDA0 1.764722 46687 40
CPU0 18.128196 46648 strsm strsm CUDA2 0.563374 46688 40
CPU2 18.041377 46649 strsm strsm CUDA3 1.813962 46689 40
CPU1 18.082536 46650 strsm strsm CUDA1 1.867366 46690 40
CPU2 18.056265 46651 strsm strsm CUDA0 1.748601 46691 40
CPU2 17.998709 46652 strsm strsm CUDA2 1.844863 46692 40
CPU2 17.884590 46653 strsm strsm CUDA0 1.728651 46693 40
CPU9 17.799373 46654 strsm strsm CUDA3 1.726832 46694 40
CPU17 17.894745 46655 strsm strsm CUDA1 4.888294 46695 40
CPU2 17.885971 46656 strsm strsm CUDA2 1.778477 46696 40
CPU14 17.691130 46657 strsm strsm CUDA0 1.799828 46697 40
CPU2 17.888683 46658 strsm strsm CUDA3 1.767605 46698 40
CPU8 17.956849 46659 strsm strsm CUDA1 1.906120 46699 40
CPU2 17.883376 46660 strsm strsm CUDA2 1.785994 46700 40
CPU12 18.107378 46661 strsm strsm CUDA0 1.766519 46701 40
CPU2 17.897750 46662 strsm strsm CUDA3 1.761120 46702 40
CPU12 17.859816 46663 strsm strsm CUDA2 1.760118 46703 40
CPU0 18.072898 46664 strsm strsm CUDA2 1.771122 46704 40
CPU2 18.073604 46665 strsm strsm CUDA2 1.696379 46705 40
CPU8 18.120392 46666 strsm strsm CUDA0 1.647868 46706 40
CPU2 18.068931 46667 strsm strsm CUDA0 9.427281 46707 40
CPU0 18.081737 46668 strsm strsm CUDA0 1.947051 46708 40
CPU1 18.058817 46669 strsm strsm CUDA1 1.468434 46709 40
CPU2 17.976886 46670 strsm strsm CUDA3 1.782664 46710 40
CPU6 17.895400 46671 strsm strsm CUDA2 1.802697 46711 40
CPU8 18.172300 46672 strsm strsm CUDA0 1.708844 46712 40
CPU13 17.974107 46673 strsm strsm CUDA1 0.794443 46713 40
CPU2 17.910847 46674 strsm strsm CUDA3 0.048440 46714 40
CPU3 17.454074 46677 ssyrk ssyrk CUDA0 1.329244 46717 40
CPU3 23.873191 46678 sgemm sgemm CUDA2 1.654982 46718 40
CPU8 24.251542 46679 sgemm sgemm CUDA0 0.073964 46719 40
CPU3 23.610843 46680 sgemm sgemm CUDA3 0.994526 46720 40
CPU13 24.325069 46681 sgemm sgemm CUDA2 0.687811 46721 40
CPU3 23.611011 46682 sgemm sgemm CUDA2 0.390014 46722 40
CPU19 24.003605 46683 sgemm sgemm CUDA2 0.684734 46723 40
CPU3 23.607517 46684 sgemm sgemm CUDA0 0.655548 46724 40
CPU17 24.107377 46685 sgemm sgemm CUDA2 0.690891 46725 40
CPU12 28.724129 46686 sgemm sgemm CUDA0 0.072890 46726 40
CPU14 23.218934 46687 sgemm sgemm CUDA3 0.611566 46727 40
CPU5 24.402257 46688 sgemm sgemm CUDA3 5.291710 46728 40
CPU15 23.916006 46689 sgemm sgemm CUDA1 1.244631 46729 40
CPU3 23.298868 46690 sgemm sgemm CUDA0 0.638125 46730 40
CPU10 27.455429 46691 sgemm sgemm CUDA2 0.687736 46731 40
CPU11 24.648258 46692 sgemm sgemm CUDA3 0.761301 46732 40
CPU16 23.975741 46693 sgemm sgemm CUDA1 0.687446 46733 40
CPU4 24.160189 46694 sgemm sgemm CUDA0 0.850864 46734 40
CPU18 23.874022 46695 sgemm sgemm CUDA2 0.637885 46735 40
CPU2 24.057923 46696 sgemm sgemm CUDA3 0.170265 46736 40
CPU1 24.174644 46697 sgemm sgemm CUDA1 0.645049 46737 40
CPU9 23.809048 46698 sgemm sgemm CUDA0 0.643343 46738 40
CPU0 23.879300 46699 sgemm sgemm CUDA2 0.684872 46739 40
CPU2 23.951508 46700 sgemm sgemm CUDA3 12.234791 46740 40
CPU1 24.004984 46701 sgemm sgemm CUDA1 0.674931 46741 40
CPU2 23.890937 46702 sgemm sgemm CUDA0 0.634385 46742 40
CPU5 23.674955 46703 sgemm sgemm CUDA2 0.610507 46743 40
CPU2 23.912354 46704 sgemm sgemm CUDA0 0.689595 46744 40
CPU4 23.741551 46705 sgemm sgemm CUDA3 2.309139 46745 40
CPU12 24.258030 46706 sgemm sgemm CUDA1 0.682911 46746 40
CPU7 23.561620 46707 sgemm sgemm CUDA2 0.550825 46747 40
CPU15 24.204203 46708 sgemm sgemm CUDA0 13.057302 46748 40
CPU2 23.893614 46709 sgemm sgemm CUDA3 0.644268 46749 40
CPU8 23.821324 46710 sgemm sgemm CUDA1 0.648384 46750 40
CPU2 23.908643 46711 sgemm sgemm CUDA2 0.644938 46751 40
CPU19 23.925646 46712 sgemm sgemm CUDA0 0.644025 46752 40
CPU1 23.860254 46713 sgemm sgemm CUDA3 0.651056 46753 40
CPU16 24.094863 46714 sgemm sgemm CUDA2 0.646208 46754 40
CPU0 23.932161 46715 sgemm sgemm CUDA2 0.645466 46755 40
CPU9 23.687372 46716 sgemm sgemm CUDA2 0.650048 46756 40
CPU8 23.941217 46717 sgemm sgemm CUDA0 0.649915 46757 40
CPU2 24.004006 46718 sgemm sgemm CUDA0 0.643760 46758 40
CPU19 23.866062 46719 sgemm sgemm CUDA0 0.643175 46759 40
CPU1 24.070169 46720 sgemm sgemm CUDA1 0.640108 46760 40
CPU19 23.810098 46721 sgemm sgemm CUDA3 0.650439 46761 40
CPU6 23.697077 46722 sgemm sgemm CUDA2 0.632018 46762 40
CPU8 24.081754 46723 sgemm sgemm CUDA0 0.688515 46763 40
CPU13 24.083653 46724 sgemm sgemm CUDA1 0.648339 46764 40
CPU2 24.292585 46725 sgemm sgemm CUDA3 0.593106 46765 40
CPU7 17.168327 46728 ssyrk ssyrk CUDA0 0.672040 46768 40
CPU8 23.832719 46729 sgemm sgemm CUDA0 0.893598 46769 40
CPU7 24.268006 46730 sgemm sgemm CUDA3 4.124931 46770 40
CPU13 25.538818 46731 sgemm sgemm CUDA2 0.656456 46771 40
CPU7 23.667534 46732 sgemm sgemm CUDA2 0.636543 46772 40
CPU19 23.496626 46733 sgemm sgemm CUDA2 0.086252 46773 40
CPU7 23.825920 46734 sgemm sgemm CUDA0 0.260716 46774 40
CPU17 23.833615 46735 sgemm sgemm CUDA2 0.685880 46775 40
CPU12 27.241347 46736 sgemm sgemm CUDA0 0.886333 46776 40
CPU14 23.106322 46737 sgemm sgemm CUDA3 0.683738 46777 40
CPU6 24.239567 46738 sgemm sgemm CUDA3 0.557944 46778 40
CPU15 23.523364 46739 sgemm sgemm CUDA1 0.688248 46779 40
CPU7 24.068247 46740 sgemm sgemm CUDA0 0.683612 46780 40
CPU10 29.974830 46741 sgemm sgemm CUDA2 0.678262 46781 40
CPU11 23.821270 46742 sgemm sgemm CUDA3 12.199246 46782 40
CPU16 23.501454 46743 sgemm sgemm CUDA1 0.062136 46783 40
CPU4 23.679055 46744 sgemm sgemm CUDA0 0.885869 46784 40
CPU18 23.444301 46745 sgemm sgemm CUDA2 0.689973 46785 40
CPU0 23.476326 46746 sgemm sgemm CUDA3 0.682815 46786 40
CPU1 23.796901 46747 sgemm sgemm CUDA1 0.639674 46787 40
CPU9 23.982537 46748 sgemm sgemm CUDA0 0.643949 46788 40
CPU0 24.001104 46749 sgemm sgemm CUDA2 2.317121 46789 40
CPU2 24.233269 46750 sgemm sgemm CUDA3 0.637241 46790 40
CPU1 24.338370 46751 sgemm sgemm CUDA1 0.638282 46791 40
CPU2 24.201394 46752 sgemm sgemm CUDA0 0.637398 46792 40
CPU2 24.223281 46753 sgemm sgemm CUDA2 0.651850 46793 40
CPU2 23.958294 46754 sgemm sgemm CUDA0 0.646521 46794 40
CPU6 23.648369 46755 sgemm sgemm CUDA3 0.894047 46795 40
CPU17 23.826961 46756 sgemm sgemm CUDA2 0.645483 46796 40
CPU2 23.976454 46757 sgemm sgemm CUDA2 0.642061 46797 40
CPU14 23.654093 46758 sgemm sgemm CUDA0 0.638546 46798 40
CPU12 23.997449 46759 sgemm sgemm CUDA2 12.218364 46799 40
CPU8 24.086947 46760 sgemm sgemm CUDA1 0.644737 46800 40
CPU2 24.037619 46761 sgemm sgemm CUDA2 0.642777 46801 40
CPU12 23.950791 46762 sgemm sgemm CUDA0 0.643476 46802 40
CPU1 24.098689 46763 sgemm sgemm CUDA3 0.641357 46803 40
CPU14 23.533674 46764 sgemm sgemm CUDA2 0.641262 46804 40
CPU9 23.973309 46765 sgemm sgemm CUDA2 0.903723 46805 40
CPU18 23.888344 46766 sgemm sgemm CUDA2 0.907306 46806 40
CPU6 23.908749 46767 sgemm sgemm CUDA0 0.651592 46807 40
CPU2 24.104482 46768 sgemm sgemm CUDA0 0.640497 46808 40
CPU14 23.356548 46769 sgemm sgemm CUDA0 0.911301 46809 40
CPU1 24.219249 46770 sgemm sgemm CUDA1 0.643022 46810 40
CPU2 24.237685 46771 sgemm sgemm CUDA3 0.641784 46811 40
CPU4 24.162111 46772 sgemm sgemm CUDA2 0.642711 46812 40
CPU8 24.226894 46773 sgemm sgemm CUDA0 0.642643 46813 40
CPU15 24.016715 46774 sgemm sgemm CUDA1 0.642108 46814 40
CPU2 24.027070 46775 sgemm sgemm CUDA3 0.639136 46815 40
CPU8 17.200546 46778 ssyrk ssyrk CUDA0 0.421545 46818 40
CPU8 23.571682 46779 sgemm sgemm CUDA3 0.695185 46819 40
CPU13 23.653166 46780 sgemm sgemm CUDA2 0.688455 46820 40
CPU8 24.182990 46781 sgemm sgemm CUDA2 0.527880 46821 40
CPU19 23.647630 46782 sgemm sgemm CUDA2 0.696301 46822 40
CPU8 24.120580 46783 sgemm sgemm CUDA0 14.900395 46823 40
CPU17 23.766198 46784 sgemm sgemm CUDA2 0.687831 46824 40
CPU12 23.791862 46785 sgemm sgemm CUDA0 0.679129 46825 40
CPU14 23.225426 46786 sgemm sgemm CUDA3 0.688679 46826 40
CPU6 24.292327 46787 sgemm sgemm CUDA3 12.477764 46827 40
CPU15 23.528059 46788 sgemm sgemm CUDA2 0.643138 46828 40
CPU8 24.127663 46789 sgemm sgemm CUDA0 0.639711 46829 40
CPU10 40.293998 46790 sgemm sgemm CUDA2 0.642654 46830 40
CPU11 23.748931 46791 sgemm sgemm CUDA3 0.690309 46831 40
CPU8 24.108982 46792 sgemm sgemm CUDA0 0.634955 46832 40
CPU4 23.862785 46793 sgemm sgemm CUDA0 0.909047 46833 40
CPU18 23.523797 46794 sgemm sgemm CUDA2 0.683201 46834 40
CPU2 23.774075 46795 sgemm sgemm CUDA3 0.638784 46835 40
CPU2 24.085285 46796 sgemm sgemm CUDA1 0.683928 46836 40
CPU9 23.940207 46797 sgemm sgemm CUDA0 0.142296 46837 40
CPU0 24.070971 46798 sgemm sgemm CUDA2 0.637906 46838 40
CPU2 24.254220 46799 sgemm sgemm CUDA3 0.633292 46839 40
CPU1 24.379159 46800 sgemm sgemm CUDA3 0.646024 46840 40
CPU0 24.121891 46801 sgemm sgemm CUDA0 0.139703 46841 40
CPU2 24.103124 46802 sgemm sgemm CUDA2 0.685587 46842 40
CPU2 24.309901 46803 sgemm sgemm CUDA0 0.645450 46843 40
CPU9 23.539537 46804 sgemm sgemm CUDA3 0.549213 46844 40
CPU17 23.881362 46805 sgemm sgemm CUDA2 0.641123 46845 40
CPU2 24.064655 46806 sgemm sgemm CUDA2 0.644045 46846 40
CPU13 23.810679 46807 sgemm sgemm CUDA0 0.643652 46847 40
CPU2 23.984588 46808 sgemm sgemm CUDA2 0.642539 46848 40
CPU6 23.787627 46809 sgemm sgemm CUDA1 0.647735 46849 40
CPU1 24.156149 46810 sgemm sgemm CUDA2 0.641822 46850 40
CPU13 23.803189 46811 sgemm sgemm CUDA1 0.691381 46851 40
CPU1 24.047069 46812 sgemm sgemm CUDA3 0.634058 46852 40
CPU13 23.811426 46813 sgemm sgemm CUDA2 0.645205 46853 40
CPU6 24.183805 46814 sgemm sgemm CUDA2 12.605219 46854 40
CPU2 24.141520 46815 sgemm sgemm CUDA2 0.644503 46855 40
CPU6 23.888212 46816 sgemm sgemm CUDA0 0.642685 46856 40
CPU8 24.091055 46817 sgemm sgemm CUDA0 12.490847 46857 40
CPU13 23.562910 46818 sgemm sgemm CUDA0 0.644788 46858 40
CPU1 24.338852 46819 sgemm sgemm CUDA1 0.641769 46859 40
CPU1 24.187877 46820 sgemm sgemm CUDA3 1.087579 46860 40
CPU5 23.975514 46821 sgemm sgemm CUDA2 0.642887 46861 40
CPU8 24.171160 46822 sgemm sgemm CUDA0 0.641870 46862 40
CPU17 23.815704 46823 sgemm sgemm CUDA1 0.642537 46863 40
CPU9 24.557144 46824 sgemm sgemm CUDA3 0.640539 46864 40
CPU0 17.555049 46827 ssyrk ssyrk CUDA3 0.525719 46867 40
CPU13 23.589427 46828 sgemm sgemm CUDA3 0.686393 46868 40
CPU0 24.399082 46829 sgemm sgemm CUDA1 0.691456 46869 40
CPU19 23.734080 46830 sgemm sgemm CUDA1 0.688011 46870 40
CPU9 23.889157 46831 sgemm sgemm CUDA1 1.122425 46871 40
CPU17 23.734568 46832 sgemm sgemm CUDA2 0.638641 46872 40
CPU12 23.852045 46833 sgemm sgemm CUDA1 0.690621 46873 40
CPU14 23.366186 46834 sgemm sgemm CUDA3 0.627139 46874 40
CPU6 23.803739 46835 sgemm sgemm CUDA3 0.062814 46875 40
CPU15 23.778043 46836 sgemm sgemm CUDA1 0.626699 46876 40
CPU0 23.870178 46837 sgemm sgemm CUDA1 0.635956 46877 40
CPU10 41.044016 46838 sgemm sgemm CUDA2 0.053502 46878 40
CPU11 23.906519 46839 sgemm sgemm CUDA3 0.648455 46879 40
