886 7.834481 -1
887 17.083407 1.884052 886
888 17.243525 2.080833 886
889 17.072375 2.069183 886
890 17.123788 2.136117 886
891 17.386406 0.823790 886
892 17.498333 1.856309 886
893 16.112840 1.553255 886
894 17.334030 1.856718 886
895 17.366005 1.772970 886
898 15.143165 0.627371 887
899 25.307623 1.385527 888,887
900 24.995291 1.409200 889,887
901 24.909954 1.121786 890,887
902 23.973908 0.685816 891,887
903 23.835382 0.728526 892,887
904 24.990061 0.822368 893,887
905 24.574140 0.996238 894,887
906 23.803894 0.691892 887,895
909 15.221052 0.491319 888
910 24.863770 0.688936 889,888
911 22.660745 0.690896 890,888
912 23.826340 1.116288 891,888
913 21.304942 0.681482 892,888
914 25.063163 0.986491 888,893
915 21.384431 0.647276 888,894
916 24.152931 0.686479 888,895
919 14.019172 0.362498 889
920 24.638297 0.685559 890,889
921 23.681192 1.106942 891,889
922 23.587839 0.690331 889,892
923 22.416888 0.975848 889,893
924 23.941278 1.712552 889,894
925 24.182401 0.689242 889,895
928 15.315571 0.046741 890
929 23.796171 2.846985 890,891
930 23.511931 0.688146 890,892
931 24.796400 0.976067 890,893
932 24.015764 0.691108 890,894
933 23.567653 0.687018 890,895
936 15.408822 0.389432 891
937 23.532243 1.010210 891,892
938 23.940559 1.914035 891,893
939 23.795644 0.691211 891,894
940 23.705498 12.118295 891,895
943 15.200763 0.631802 892
944 23.821127 0.514890 892,893
945 21.303635 1.095303 892,894
946 24.009767 1.264668 892,895
949 13.918425 0.368035 893
950 21.395003 12.417398 893,894
951 23.554562 0.692078 893,895
954 15.434316 0.547983 894
955 23.826480 0.689822 894,895
958 15.372583 0.370878 895
961 7.985590 -1 898
962 17.878496 1.659780 899,961
963 17.704867 1.755685 900,961
964 17.594600 1.876739 901,961
965 17.905001 1.763015 902,961
966 17.879711 1.798464 903,961
967 17.575143 1.685714 961,904
968 17.695786 1.760297 961,905
969 17.790231 0.156684 906,961
972 13.657656 0.268972 909,962
973 21.357882 0.544307 910,962,963
974 23.723336 0.925375 964,911,962
975 23.948158 0.842645 965,962,912
976 23.955357 0.685731 966,913,962
977 23.656970 0.897827 914,967,962
978 23.506911 1.076540 915,968,962
979 21.656654 0.688805 916,969,962
982 14.007523 0.665342 919,963
983 23.601657 0.530282 964,920,963
