206 14.133456 -1
207 31.826558 3.193354 206
208 31.871201 3.178868 206
209 31.950037 2.900840 206
210 31.941043 3.149583 206
213 25.618612 0.746266 207
214 44.314921 1.054200 208,207
215 44.340171 1.121873 209,207
216 44.399989 1.114012 210,207
219 25.380565 1.214005 208
220 44.269734 1.066005 209,208
221 44.252196 1.061144 208,210
224 25.156826 1.034654 209
225 44.373675 1.491981 209,210
228 25.219394 0.625510 210
231 13.952298 -1 213
232 31.628354 3.135763 214,231
233 31.648389 3.125415 215,231
234 29.073608 3.114576 216,231
237 23.899031 0.728312 232,219
238 43.246536 1.356971 220,232,233
239 43.315334 1.212114 234,221,232
242 23.720311 0.955147 224,233
243 38.692006 1.107331 234,225,233
246 23.739351 0.974673 234,228
249 14.143923 -1 237
250 31.266587 3.140215 238,249
251 31.168595 2.849760 249,239
254 23.862652 0.587264 250,242
255 43.103187 1.359937 250,251,243
258 23.578776 0.059923 251,246
261 13.951317 -1 254
262 31.265175 3.168056 261,255
265 23.120522 0.726790 262,258
268 13.797712 -1 265
