206 2.971139 -1 
207 6.646218 1.085560 206
208 6.637747 1.095821 206
209 6.008769 1.322474 206
210 5.981533 1.097845 206
213 4.708362 0.125280 207
214 7.232224 0.288557 208,207
215 7.200329 0.188001 209,207
216 7.923584 0.286245 210,207
219 4.734099 0.726606 208
220 8.063461 0.914839 209,208
221 7.888847 0.285703 208,210
224 3.732935 0.165910 209
225 7.163356 0.283498 209,210
228 4.758684 0.125618 210
231 3.139481 -1 213
232 6.044220 1.055440 214,231
233 5.625634 0.920640 215,231
234 6.078850 1.271014 216,231
237 4.063483 0.257513 232,219
238 6.946227 0.245015 220,232,233
239 6.166522 0.535674 234,221,232
242 4.379190 0.166077 224,233
243 6.943109 0.549380 234,225,233
246 4.108096 0.171214 234,228
249 3.140624 -1 237
250 6.103942 1.000552 238,249
251 6.472811 1.060335 249,239
254 4.184135 0.335563 250,242
255 6.942357 0.030568 250,251,243
258 4.085925 0.053116 251,246
261 2.856156 -1 254
262 5.910114 1.058082 261,255
265 3.902253 0.167680 262,258
268 2.781404 -1 265
