1069 0.075087 0.439285
1072 0.104401 0.323789 1069
1075 0.096537 0.328257 1069
1078 0.079555 0.345556 1069
1081 0.090401 0.028615 1069
1086 0.045658 0.177172 1072
1089 0.117807 0.076113 1086,1075,1072
1092 0.074302 0.077357 1086,1078
1095 0.090888 0.076172 1086,1081
1100 0.079214 0.176980 1075,1089
1103 0.119769 0.075781 1075,1092,1100
1106 0.132714 0.109863 1095,1075,1100
1111 0.068193 0.124440 1103,1092
1114 0.130801 0.075977 1111,1106,1092,1095
1119 0.050042 0.174851 1095,1114
1124 0.040193 0.156813 1119,1095
1127 0.066843 0.398529 1111,1095,1124,1114,1092
1131 0.093642 0.080134 1106,1095,1103,1100,1075,1124
1135 0.056265 0.037579 1095,1092,1086,1124,1089
1139 0.053726 0.357572 1069,1095,1078,1081,1072,1075,1124
1145 0.035744 0.102079 1092,1127
1148 0.073519 0.277255 1106,1103,1092,1145,1131,1075,1100
1151 0.052593 0.347104 1095,1089,1092,1145,1086,1135
1154 0.054825 0.070559 1069,1139,1081,1092,1145,1075,1072,1078
1159 0.059182 0.149821 1106,1148,1075,1103,1100
1162 0.056523 0.071194 1106,1095,1092,1159,1103,1100,1086,1075,1151,1089
1165 0.052998 0.388469 1069,1159,1078,1081,1154,1075,1072,1106,1103,1100
1170 0.033536 0.146246 1095,1092,1089,1162,1086
1173 0.052847 0.070083 1069,1165,1075,1081,1092,1095,1086,1170,1072,1089,1078
1178 0.044601 0.162790 1069,1173,1078,1081,1075,1072
