15404 0.013745 0.326893
15407 0.017892 0.360450 15404
15410 0.017588 0.308532 15404
15413 0.018397 0.307491 15404
15416 0.016568 0.290816 15404
15419 0.023874 0.063532 15404
15422 0.014816 0.062116 15404
15425 0.018480 0.037532 15404
15428 0.013875 0.013885 15404
15431 0.018244 0.031117 15404
15434 0.017561 0.061552 15404
15437 0.014232 0.063247 15404
15440 0.016788 0.031881 15404
15443 0.017197 0.011404 15404
15446 0.013520 0.033638 15404
15449 0.015008 0.011042 15404
15452 0.021264 0.064487 15404
15455 0.013653 0.014786 15404
15458 0.012424 0.046396 15404
15461 0.016111 0.044388 15404
15466 0.018324 0.084647 15407
15469 0.012699 0.257324 15410,15407,15466
15472 0.013396 0.045033 15413,15466
15475 0.012523 0.045834 15416,15466
15478 0.012759 0.044644 15419,15466
15481 0.019765 0.046321 15422,15466
15484 0.016494 0.044757 15425,15466
15487 0.016596 0.046628 15428,15466
15490 0.015753 0.044441 15431,15466
15493 0.019756 0.012696 15434,15466
15496 0.016947 0.044600 15437,15466
15499 0.016538 0.043890 15440,15466
15502 0.019599 0.045844 15443,15466
15505 0.016600 0.045046 15446,15466
15508 0.014040 0.044466 15449,15466
15511 0.017067 0.044371 15452,15466
15514 0.021147 0.047623 15455,15466
15517 0.014159 0.013028 15458,15466
15520 0.020168 0.049631 15461,15466
15525 0.011624 0.077477 15469
15528 0.017402 0.308913 15472,15525
15531 0.015621 0.011914 15525,15475
15534 0.016048 0.045575 15478,15525
15537 0.016157 0.046506 15481,15525
15540 0.012301 0.045621 15525,15484
15543 0.020599 0.044584 15487,15525
15546 0.012524 0.046360 15490,15525
15549 0.019515 0.046753 15525,15493
15552 0.015592 0.046835 15496,15525
15555 0.017677 0.251493 15525,15499
15558 0.014200 0.043999 15502,15525
15561 0.017461 0.047356 15525,15505
15564 0.020537 0.044625 15508,15525
15567 0.015388 0.045289 15511,15525
15570 0.013074 0.047118 15525,15514
15573 0.016953 0.043031 15525,15517
15576 0.013902 0.047394 15520,15525
15581 0.012218 0.088691 15528
15584 0.014442 0.306767 15581,15531
15587 0.015988 0.310930 15581,15534
15590 0.017458 0.343866 15537,15581
15593 0.016367 0.356493 15581,15540
15596 0.016805 0.033149 15581,15543
15599 0.013259 0.046392 15546,15581
15602 0.016752 0.050432 15581,15549
15605 0.016813 0.034847 15581,15552
15608 0.016605 0.051102 15555,15581
15611 0.015407 0.290859 15581,15558
15614 0.017845 0.064368 15581,15561
15617 0.013210 0.048581 15564,15581
15620 0.013617 0.053729 15581,15567
15623 0.012433 0.013014 15581,15570
15626 0.016100 0.036158 15573,15581
15629 0.017482 0.050604 15581,15576
15634 0.015731 0.078143 15584
15637 0.022618 0.059264 15634,15587
15640 0.018595 0.047305 15590,15634
15643 0.014461 0.038620 15593,15634
