15404 0.444623 0.762297 
15407 2.124242 0.383764 15404
15410 2.176258 0.397800 15404
15413 2.062365 0.382330 15404
15416 2.524840 0.074285 15404
15419 2.349963 0.453198 15404
15422 2.349150 0.056492 15404
15425 2.383134 0.385371 15404
15428 2.989320 0.050323 15404
15431 2.321053 0.068529 15404
15434 2.448611 0.046141 15404
15437 2.471346 0.048229 15404
15440 2.275109 0.047546 15404
15443 2.683079 0.044833 15404
15446 2.108194 0.049921 15404
15449 2.389349 0.050298 15404
15452 2.492352 0.040175 15404
15455 2.270267 0.096948 15404
15458 2.453802 0.050295 15404
15461 2.302374 0.045290 15404
15466 0.506872 0.370558 15407
15469 1.706742 0.056109 15410,15466
15472 1.709691 0.094666 15413,15466
15475 2.171752 0.050811 15416,15466
15478 2.253727 0.454111 15419,15466
15481 2.125851 0.047545 15422,15466
15484 2.247627 0.095276 15425,15466
15487 2.088905 0.053236 15428,15466
15490 2.267785 0.097942 15431,15466
15493 2.268824 0.347638 15434,15466
15496 2.217921 0.337268 15437,15466
15499 2.285404 0.040633 15440,15466
15502 2.177190 0.046772 15443,15466
15505 1.860693 0.069474 15446,15466
15508 2.291373 0.042561 15449,15466
15511 2.268955 0.051907 15452,15466
15514 2.274792 0.350141 15455,15466
15517 2.096384 0.096423 15458,15466
15520 2.232000 0.041831 15461,15466
15525 0.686126 0.272524 15469
15528 1.875073 0.050157 15472,15525
15531 2.094431 0.046780 15525,15475
15534 2.079705 0.399447 15478,15525
15537 2.063062 0.093978 15481,15525
15540 2.126192 0.053923 15525,15484
15543 2.050627 0.052022 15487,15525
15546 1.990147 0.095363 15490,15525
15549 1.997072 0.131565 15525,15493
15552 1.818446 0.134996 15496,15525
15555 1.833716 0.048649 15525,15499
15558 1.797529 0.095008 15502,15525
15561 2.143665 0.094621 15525,15505
15564 1.808635 0.132343 15508,15525
15567 2.101042 0.340463 15511,15525
15570 1.959006 0.135449 15525,15514
15573 2.024723 0.093838 15525,15517
15576 1.967251 0.091345 15520,15525
