3814 0.076645 0.427528
3817 0.130180 0.325249 3814
3820 0.127954 0.534047 3814
3823 0.147342 0.408445 3814
3826 0.110840 0.113815 3814
3829 0.159645 0.388448 3814
3832 0.130908 0.055162 3814
3835 0.099808 0.076809 3814
3838 0.114806 0.040363 3814
3841 0.127374 0.027342 3814
3846 0.087837 0.182870 3817
3849 0.158999 0.073404 3820,3817,3846
3852 0.107452 0.074392 3823,3817,3846
3855 0.111359 0.076875 3826,3817,3846
3858 0.119224 0.013137 3829,3846
3861 0.112608 0.073623 3832,3846
3864 0.114295 0.034041 3835,3846
3867 0.139074 0.032048 3838,3846
3870 0.173846 0.073961 3841,3846
3875 0.078100 0.180719 3849
3878 0.097772 0.079335 3849,3852,3875
3881 0.116411 0.074744 3849,3855,3875
3884 0.141416 0.076776 3875,3858
3887 0.107790 0.074307 3861,3875
3890 0.113673 0.074641 3875,3864
3893 0.129971 0.074180 3867,3875
3896 0.107934 0.075939 3870,3875
3901 0.054205 0.173217 3878
3904 0.109971 0.074986 3878,3881,3901
3907 0.131427 0.074116 3878,3884,3901
3910 0.110679 0.074712 3887,3901
3913 0.108148 0.075778 3890,3901
3916 0.084281 0.075433 3893,3901
3919 0.089710 0.071778 3896,3901
3924 0.069769 0.176616 3904
3927 0.142996 0.321104 3904,3907,3924
3930 0.113919 0.326019 3904,3924,3910
3933 0.133295 0.321881 3913,3924
3936 0.104796 0.320238 3916,3924
3939 0.090924 0.013456 3919,3924
3944 0.081075 0.173457 3907,3927
3947 0.101773 0.074866 3944,3927,3930
3950 0.092931 0.315625 3944,3927,3933
3953 0.099117 0.073331 3936,3944,3927
3956 0.096077 0.077509 3939,3944
3961 0.059292 0.182605 3930,3947
3964 0.096094 0.074126 3950,3930,3933,3961
3967 0.090273 0.077348 3953,3930,3961
3970 0.086150 0.076281 3956,3930,3961
3975 0.079111 0.178279 3964,3950
3978 0.075886 0.322360 3953,3967,3950,3975
3981 0.127395 0.370828 3970,3950,3975,3956
3986 0.056734 0.479988 3978,3967
3989 0.080856 0.318348 3967,3986,3981,3970
3994 0.048959 0.177950 3970,3989
3999 0.038532 0.146738 3970,3994
4002 0.107003 0.340152 3970,3986,3989,3999,3967
4006 0.105096 0.338731 3970,3975,3999,3978,3950,3981
4010 0.053543 0.034148 3970,3964,3999,3967,3961,3930
4014 0.080608 0.030642 3970,3999,3953,3950,3944,3956,3947
4018 0.085579 0.029677 3939,3927,3924,3936,3930,3933,3970,3999
4022 0.057940 0.471671 3904,3916,3907,3913,3901,3910,3919,3970,3999
4026 0.079202 0.029180 3878,3884,3887,3881,3875,3970,3999,3893,3890,3896
4030 0.092382 0.035362 3870,3861,3867,3864,3970,3855,3852,3999,3846,3849,3858
4034 0.101962 0.246296 3835,3823,3814,3832,3826,3820,3838,3829,3841,3999,3817
4040 0.034951 0.151129 3967,4002,3986,3989
4043 0.053601 0.070241 4040,3978,4002,3950,3975,3981,4006
4046 0.053423 0.319223 4010,4040
4049 0.065646 0.036262 4040,4014
4052 0.052058 0.027951 4018,4040
4055 0.054822 0.318537 4022,4040
4058 0.053041 0.049667 4026,4040
4061 0.101827 0.333968 4030,4040
4064 0.084107 0.030169 4040,4034
4069 0.042360 0.144955 4043
4072 0.052517 0.012977 4046,4069,4043
4075 0.102024 0.070312 4069,4049
4078 0.101003 0.070964 4069,4052
4081 0.103145 0.069198 4055,4069
4084 0.067928 0.070177 4069,4058
4087 0.087695 0.315022 4061,4069
4090 0.062066 0.068697 4069,4064
4095 0.044859 0.149410 4072
4098 0.052138 0.071359 4075,4095,4072
4101 0.096021 0.068934 4078,4095
4104 0.088377 0.037011 4081,4095
4107 0.075302 0.069639 4084,4095
4110 0.108193 0.329277 4095,4087
4113 0.079345 0.027230 4090,4095
4118 0.044263 0.100320 4098
4121 0.085803 0.070941 4101,4098,4118
4124 0.098875 0.382288 4104,4118
4127 0.105296 0.013107 4107,4118
4130 0.107508 0.067958 4110,4118
4133 0.111410 0.013055 4113,4118
4138 0.039596 0.150358 4121
4141 0.070922 0.069818 4138,4121,4124
4144 0.077558 0.071584 4138,4127
4147 0.082932 0.069267 4138,4130
4150 0.075561 0.314495 4138,4133
4155 0.037350 0.148598 4141
4158 0.089071 0.069220 4144,4141,4155
4161 0.180573 0.310979 4147,4155
4164 0.105444 0.071079 4150,4155
4169 0.070406 0.142405 4144,4158
4172 0.106484 0.313340 4158,4147,4161,4169
4175 0.100671 0.281534 4158,4164,4169
4180 0.063901 0.151481 4161,4172
4183 0.106502 0.069062 4180,4164,4161,4175
4188 0.054457 0.146988 4183,4164
