1069 0.016952 0.078635
1072 0.015567 0.053663 1069
1075 0.023165 0.049381 1069
1078 0.013174 0.053770 1069
1081 0.018043 0.016124 1069
1086 0.015692 0.090984 1072
1089 0.018077 0.048340 1086,1075,1072
1092 0.019476 0.342746 1086,1078
1095 0.016991 0.247996 1086,1081
1100 0.013496 0.075029 1089
1103 0.021867 0.305415 1092,1100
1106 0.015428 0.045889 1095,1100
1111 0.015544 0.075400 1103
1114 0.018810 0.044778 1111,1106,1103
1119 0.018024 0.075072 1114
1124 0.014284 0.070015 1119,1114
1127 0.016167 0.343696 1119,1111,1124,1114
1131 0.015083 0.413787 1106,1124,1103,1100
1135 0.015235 0.037294 1095,1124,1092,1089,1086
1139 0.013487 0.268769 1069,1081,1078,1072,1075,1124
1145 0.012924 0.016829 1127
1148 0.013205 0.290447 1131,1145
1151 0.022320 0.041916 1135,1145
1154 0.016529 0.013380 1139,1145
1159 0.015239 0.061692 1148
1162 0.015024 0.044290 1151,1159
1165 0.017217 0.291890 1154,1159
1170 0.013582 0.059185 1162
1173 0.013684 0.044338 1165,1162,1170
1178 0.011894 0.063268 1173
