3814 0.015158 0.098950 
3817 0.017766 0.051660 3814
3820 0.015912 0.356883 3814
3823 0.016775 0.358713 3814
3826 0.016329 0.011445 3814
3829 0.016147 0.012232 3814
3832 0.023079 0.051194 3814
3835 0.017232 0.046250 3814
3838 0.017815 0.046335 3814
3841 0.015444 0.056945 3814
3846 0.015709 0.080201 3817
3849 0.014531 0.044651 3820,3817,3846
3852 0.013642 0.049459 3823,3846
3855 0.013703 0.045405 3826,3846
3858 0.015373 0.011222 3829,3846
3861 0.013952 0.046884 3832,3846
3864 0.015051 0.046358 3835,3846
3867 0.019370 0.046740 3838,3846
3870 0.013994 0.046367 3841,3846
3875 0.014521 0.076614 3849
3878 0.016282 0.362310 3849,3852,3875
3881 0.015824 0.268235 3855,3875
3884 0.014219 0.046328 3875,3858
3887 0.015825 0.011770 3861,3875
3890 0.012149 0.013084 3875,3864
3893 0.017884 0.048565 3867,3875
3896 0.014319 0.011389 3870,3875
3901 0.015151 0.337992 3878
3904 0.014610 0.288694 3878,3881,3901
3907 0.014763 0.308932 3884,3901
3910 0.016721 0.015488 3887,3901
3913 0.015027 0.045939 3890,3901
3916 0.013234 0.026936 3893,3901
3919 0.013139 0.057562 3896,3901
3924 0.014107 0.318361 3904
3927 0.015654 0.288444 3904,3907,3924
3930 0.019566 0.289048 3924,3910
3933 0.013762 0.057600 3913,3924
3936 0.012609 0.046598 3916,3924
3939 0.018127 0.011976 3919,3924
3944 0.010035 0.076089 3927
3947 0.017497 0.045341 3944,3930
3950 0.014799 0.305106 3944,3933
3953 0.017161 0.287805 3936,3944
3956 0.016438 0.288392 3939,3944
3961 0.016006 0.075945 3947
3964 0.016743 0.045933 3947,3950,3961
3967 0.019985 0.045583 3953,3961
3970 0.018456 0.046533 3956,3961
3975 0.014986 0.332869 3964
3978 0.017491 0.045847 3967,3964,3975
3981 0.017661 0.309826 3970,3975
3986 0.016134 0.075911 3978
3989 0.018148 0.492150 3978,3986,3981
3994 0.014920 0.077215 3989
3999 0.018818 0.063921 3994,3989
4002 0.013908 0.286632 3986,3994,3989,3999
4006 0.016032 0.308307 3978,3975,3981,3999
4010 0.016509 0.361884 3970,3964,3961,3999,3967
4014 0.012808 0.011046 3999,3953,3950,3944,3956,3947
4018 0.013349 0.288774 3939,3927,3999,3924,3936,3930,3933
4022 0.014307 0.290594 3904,3916,3907,3913,3901,3910,3919,3999
4026 0.011419 0.011770 3878,3884,3887,3881,3875,3999,3893,3890,3896
4030 0.014079 0.013348 3870,3861,3867,3864,3855,3852,3999,3846,3849,3858
4034 0.010439 0.303881 3835,3823,3832,3814,3826,3820,3838,3829,3841,3999,3817
4040 0.014389 0.060036 4002
4043 0.013330 0.048457 4040,4006
4046 0.011480 0.046025 4010,4040
4049 0.016621 0.042198 4040,4014
4052 0.014235 0.044420 4018,4040
4055 0.013664 0.043883 4022,4040
4058 0.015454 0.043449 4026,4040
4061 0.015682 0.046315 4030,4040
4064 0.013845 0.044434 4040,4034
4069 0.012839 0.060610 4043
4072 0.016616 0.045009 4046,4069
4075 0.013418 0.047033 4069,4049
4078 0.016114 0.045060 4069,4052
4081 0.014501 0.027041 4055,4069
4084 0.012590 0.087848 4069,4058
4087 0.014264 0.011798 4061,4069
4090 0.014610 0.288038 4069,4064
4095 0.011176 0.078582 4072
4098 0.013040 0.014355 4075,4095
4101 0.015930 0.036851 4078,4095
4104 0.015187 0.065105 4081,4095
4107 0.011796 0.048165 4084,4095
4110 0.014753 0.045981 4095,4087
4113 0.016299 0.043131 4090,4095
4118 0.009896 0.061196 4098
4121 0.012993 0.046922 4101,4098,4118
4124 0.011884 0.051240 4104,4118
4127 0.014468 0.043837 4107,4118
4130 0.011518 0.043358 4110,4118
4133 0.014603 0.044070 4113,4118
4138 0.012396 0.065205 4121
4141 0.011394 0.047134 4138,4121,4124
4144 0.010170 0.049312 4138,4127
4147 0.013286 0.045235 4138,4130
4150 0.011461 0.013236 4138,4133
4155 0.009852 0.060621 4141
4158 0.013029 0.249112 4144,4141,4155
4161 0.010835 1.137459 4147,4155
4164 0.019276 0.044054 4150,4155
4169 0.011881 0.063107 4158
4172 0.014514 0.338151 4161,4169
4175 0.013876 0.043282 4164,4169
4180 0.012831 0.305948 4172
4183 0.010398 0.047080 4180,4172,4175
4188 0.014310 0.062471 4183
