3814 0.444988 0.640170
3817 1.437430 0.406470 3814
3820 1.317623 0.434742 3814
3823 1.259393 0.042595 3814
3826 1.342658 0.399920 3814
3829 1.421822 0.384656 3814
3832 1.218841 0.054329 3814
3835 1.482597 0.088099 3814
3838 1.472239 0.348839 3814
3841 1.328825 0.031967 3814
3846 0.498580 0.399233 3817
3849 1.330563 0.014040 3820,3846
3852 1.477345 0.046354 3823,3846
3855 1.356177 0.400715 3826,3846
3858 1.329880 0.094632 3829,3846
3861 1.371779 0.046641 3832,3846
3864 1.458791 0.091748 3835,3846
3867 1.251611 0.092319 3838,3846
3870 1.731903 0.136481 3841,3846
3875 0.487990 0.617096 3849
3878 1.401804 0.139605 3852,3875
3881 1.486471 0.383032 3855,3875
3884 1.254061 0.049164 3875,3858
3887 1.442296 0.399393 3861,3875
3890 1.230792 0.052160 3875,3864
3893 1.334582 0.399388 3867,3875
3896 1.356596 0.092648 3870,3875
3901 0.425253 0.314771 3878
3904 1.114280 0.449418 3881,3901
3907 1.270247 0.095390 3884,3901
3910 1.333962 0.135062 3887,3901
3913 1.280250 0.136117 3890,3901
3916 1.306040 0.046149 3893,3901
3919 1.116205 0.091972 3896,3901
3924 0.446781 0.609263 3904
3927 1.165839 0.382211 3907,3924
3930 1.197225 0.571444 3924,3910
3933 1.137596 0.400557 3913,3924
3936 1.196806 0.109836 3916,3924
3939 1.162466 0.402094 3919,3924
3944 0.463801 0.307878 3927
3947 1.331275 0.088149 3944,3930
3950 1.082489 0.136591 3944,3933
3953 1.248081 0.051394 3936,3944
3956 1.365698 0.134560 3939,3944
3961 0.491004 0.304292 3947
3964 1.349808 0.135983 3950,3961
3967 1.237351 0.133065 3953,3961
3970 1.091709 0.135119 3956,3961
3975 0.440573 0.350933 3964
3978 1.053385 0.401290 3967,3975
3981 1.047025 0.382644 3970,3975
3986 0.415505 0.351596 3978
3989 1.127096 0.134330 3986,3981
3994 0.394966 0.600122 3989
3999 0.363321 0.300369 3994
4002 1.193713 0.424191 3986,3989,3999
4006 1.391282 0.375381 3978,3975,3981,3999
4010 1.363150 0.034426 3970,3964,3961,3999,3967
4014 1.392685 0.080162 3999,3953,3950,3944,3956,3947
4018 1.468347 0.375864 3939,3927,3999,3924,3936,3930,3933
4022 1.374647 0.080950 3904,3916,3907,3913,3901,3910,3919,3999
4026 1.289961 0.437755 3878,3884,3887,3881,3875,3999,3893,3890,3896
4030 1.441970 0.081385 3870,3861,3867,3864,3855,3852,3999,3846,3849,3858
4034 1.356948 0.078688 3835,3823,3817,3832,3826,3820,3838,3829,3841,3999,3814
4040 0.431075 0.254864 4002
4043 1.324899 0.388452 4040,4006
4046 1.270065 0.122587 4010,4040
4049 1.282051 0.080809 4040,4014
4052 1.077136 0.121268 4018,4040
4055 1.197227 0.336925 4022,4040
4058 1.277009 0.081126 4026,4040
4061 1.356128 0.082277 4030,4040
4064 1.142204 0.076689 3835,4040,3817,3832,3826,3820,3838,3829,3841,4034,3823,3814
4069 0.427217 0.290906 4043
4072 1.197099 0.122604 4046,4069
4075 1.120372 0.366430 4069,4049
4078 1.092332 0.034378 4069,4052
4081 1.174282 0.080820 4055,4069
4084 1.286244 0.078335 4069,4058
4087 1.237037 0.081820 4061,4069
4090 1.365563 0.077676 3835,3823,3817,4064,3826,3838,4069,3832,3829,3841,3814,3820
4095 0.487476 0.329511 4072
4098 1.161074 0.370683 4075,4095
4101 1.151316 0.156608 4078,4095
4104 1.131943 0.036616 4081,4095
4107 1.217213 0.079300 4084,4095
4110 1.126752 0.392476 4095,4087
4113 1.135947 0.423096 3835,4090,3823,3817,4095,3826,3838,3820,3832,3829,3841,3814
4118 0.421798 0.253298 4098
4121 1.201172 0.364940 4101,4118
4124 1.281338 0.367445 4104,4118
4127 1.187417 0.378162 4107,4118
4130 1.302989 0.440717 4110,4118
4133 1.192144 0.080608 3835,3823,3817,3832,3826,3820,3838,3829,3841,4113,3814,4118
4138 0.447175 0.255328 4121
4141 1.056103 0.121656 4138,4124
4144 1.171635 0.430852 4138,4127
4147 1.180679 0.381721 4138,4130
4150 1.135671 0.077967 4138,3835,3823,3817,3832,3826,4133,3838,3829,3841,3814,3820
4155 0.410226 0.293603 4141
4158 1.139979 0.122344 4144,4155
4161 1.079161 0.383628 4147,4155
4164 1.251601 0.026302 3835,4150,3823,3817,3832,4155,3826,3820,3838,3829,3841,3814
4169 0.412952 0.645586 4158
4172 0.968077 0.119798 4161,4169
4175 1.128203 0.123254 3835,4164,3823,3817,3832,3826,3820,3838,4169,3841,3829,3814
4180 0.462920 0.568850 4172
4183 0.964370 0.122253 4175,3823,3817,3832,3835,3826,4180,3820,3838,3829,3841,3814
4188 0.460400 0.292843 3835,3823,3817,3832,3826,4183,3820,3838,3829,3841,3814
