15404 0.020922 0.525246 
15407 0.028544 0.317672 15404
15410 0.021253 0.301679 15404
15413 0.026021 0.372770 15404
15416 0.020107 0.011703 15404
15419 0.029569 0.013280 15404
15422 0.022097 0.296960 15404
15425 0.024868 0.356114 15404
15428 0.017997 0.293975 15404
15431 0.021820 0.070186 15404
15434 0.022196 0.034325 15404
15437 0.020412 0.067967 15404
15440 0.024846 0.034759 15404
15443 0.019417 0.012148 15404
15446 0.033215 0.013737 15404
15449 0.021381 0.012084 15404
15452 0.021411 0.014588 15404
15455 0.031324 0.031439 15404
15458 0.027136 0.013617 15404
15461 0.022962 0.317630 15404
15466 0.024125 0.118557 15407
15469 0.022519 0.281303 15410,15407,15466
15472 0.021472 0.259122 15413,15466
15475 0.020031 0.056048 15416,15466
15478 0.028825 0.037555 15419,15466
15481 0.019130 0.047575 15422,15466
15484 0.021850 0.053205 15425,15466
15487 0.029051 0.295751 15428,15466
15490 0.023869 0.012976 15431,15466
15493 0.018818 0.055362 15434,15466
15496 0.029385 0.014447 15437,15466
15499 0.028734 0.055633 15440,15466
15502 0.032361 0.016069 15443,15466
15505 0.030958 0.348946 15446,15466
15508 0.018394 0.053760 15449,15466
15511 0.019461 0.053791 15452,15466
15514 0.024481 0.060319 15455,15466
15517 0.029456 0.056706 15458,15466
15520 0.018831 0.012764 15461,15466
15525 0.015549 0.102660 15469
15528 0.021730 0.258245 15469,15472,15525
15531 0.018691 0.326236 15525,15475
15534 0.028284 0.041816 15478,15525
15537 0.022744 0.043977 15481,15525
15540 0.029015 0.132221 15525,15484
15543 0.021834 0.012904 15487,15525
15546 0.024083 0.047366 15490,15525
15549 0.019220 0.044430 15525,15493
15552 0.024944 0.030526 15496,15525
15555 0.020287 0.034256 15525,15499
15558 0.020008 0.044237 15502,15525
15561 0.019081 0.035587 15525,15505
15564 0.025687 0.010981 15508,15525
15567 0.029633 0.055279 15511,15525
15570 0.023648 0.036950 15525,15514
15573 0.023119 0.030216 15525,15517
15576 0.025900 0.011183 15520,15525
15581 0.017188 0.386475 15528
15584 0.019585 0.314853 15528,15581,15531
15587 0.021267 0.035403 15581,15534
15590 0.022254 0.298641 15537,15581
15593 0.026756 0.032441 15581,15540
15596 0.023400 0.052117 15581,15543
15599 0.021227 0.030474 15546,15581
15602 0.022014 0.099222 15581,15549
15605 0.028179 0.011128 15581,15552
15608 0.019467 0.031162 15555,15581
15611 0.019643 0.032481 15581,15558
15614 0.028713 0.052893 15581,15561
15617 0.025339 0.015239 15564,15581
15620 0.018107 0.040355 15581,15567
15623 0.028533 0.053723 15581,15570
15626 0.020707 0.031326 15573,15581
15629 0.020068 0.011511 15581,15576
15634 0.033564 0.061095 15584
15637 0.027092 0.279448 15634,15587,15584
15640 0.018907 0.053261 15590,15634
15643 0.019497 0.052088 15593,15634
15646 0.024279 0.052302 15634,15596
15649 0.020090 0.013024 15599,15634
15652 0.027135 0.052619 15602,15634
15655 0.030639 0.051493 15605,15634
15658 0.020155 0.051597 15608,15634
15661 0.019963 0.053514 15611,15634
15664 0.028998 0.055593 15634,15614
15667 0.023557 0.287395 15634,15617
15670 0.021199 0.055382 15634,15620
15673 0.029579 0.032737 15623,15634
15676 0.033735 0.067023 15626,15634
15679 0.020008 0.055253 15634,15629
15684 0.023782 0.103366 15637
15687 0.020814 0.031768 15640,15684,15637
15690 0.020640 0.037361 15684,15643
15693 0.019753 0.060481 15646,15684
15696 0.028853 0.015199 15649,15684
15699 0.024149 0.037085 15652,15684
15702 0.018824 0.034212 15655,15684
15705 0.022635 0.064168 15684,15658
15708 0.021180 0.069234 15661,15684
15711 0.031436 0.053748 15684,15664
15714 0.018916 0.029864 15667,15684
15717 0.019950 0.049469 15670,15684
15720 0.019070 0.012217 15684,15673
15723 0.023904 0.034291 15676,15684
15726 0.039108 0.011679 15684,15679
15731 0.020083 0.059463 15687
15734 0.029674 0.016491 15731,15690,15687
15737 0.025934 0.051522 15731,15693
15740 0.024730 0.030608 15731,15696
15743 0.024091 0.032613 15731,15699
15746 0.029174 0.011799 15731,15702
15749 0.022563 0.069825 15731,15705
15752 0.027613 0.032590 15731,15708
15755 0.024493 0.033932 15731,15711
15758 0.019567 0.036227 15731,15714
15761 0.018674 0.045308 15731,15717
15764 0.028758 0.035255 15731,15720
15767 0.030244 0.067645 15731,15723
15770 0.021431 0.052489 15731,15726
15775 0.022881 0.103213 15734
15778 0.019264 0.051903 15775,15734,15737
15781 0.021778 0.053591 15775,15740
15784 0.029628 0.080110 15775,15743
15787 0.025114 0.054293 15775,15746
15790 0.024308 0.052759 15775,15749
15793 0.023642 0.053634 15775,15752
15796 0.018509 0.059800 15775,15755
15799 0.023034 0.030837 15775,15758
15802 0.019169 0.031873 15775,15761
15805 0.022717 0.012776 15775,15764
15808 0.024509 0.046183 15775,15767
15811 0.023638 0.036260 15775,15770
15816 0.017916 0.104711 15778
15819 0.019534 0.068447 15781,15778,15816
15822 0.019650 0.059885 15784,15816
15825 0.040925 0.031835 15816,15787
15828 0.024048 0.053622 15816,15790
15831 0.019964 0.038761 15793,15816
15834 0.031200 0.030121 15796,15816
15837 0.023446 0.058463 15799,15816
15840 0.024806 0.013517 15802,15816
15843 0.018035 0.053374 15805,15816
15846 0.020043 0.056279 15816,15808
15849 0.018795 0.015425 15811,15816
15854 0.021998 0.056787 15819
15857 0.023066 0.051284 15854,15819,15822
15860 0.022684 0.012352 15854,15825
15863 0.025892 0.054149 15854,15828
15866 0.025703 0.054619 15854,15831
15869 0.024327 0.053387 15854,15834
15872 0.032592 0.015081 15854,15837
15875 0.025390 0.052677 15854,15840
15878 0.021965 0.051774 15854,15843
15881 0.023239 0.052878 15854,15846
15884 0.018754 0.084838 15854,15849
15889 0.022803 0.104009 15857
15892 0.022163 0.054306 15857,15860,15889
15895 0.018106 0.012784 15863,15889
15898 0.020438 0.059416 15866,15889
15901 0.028245 0.012821 15869,15889
15904 0.023692 0.053728 15872,15889
15907 0.023355 0.053001 15875,15889
15910 0.028577 0.050838 15878,15889
15913 0.033866 0.013749 15881,15889
15916 0.023426 0.054279 15884,15889
15921 0.024347 0.104514 15892
15924 0.020585 0.052865 15892,15921,15895
15927 0.024918 0.052852 15898,15921
15930 0.020021 0.054109 15921,15901
15933 0.023214 0.056173 15904,15921
15936 0.029365 0.066315 15907,15921
15939 0.025890 0.506369 15921,15910
15942 0.025158 0.084351 15921,15913
15945 0.029618 0.011332 15916,15921
15950 0.018765 0.710082 15924
15953 0.028250 0.052619 15924,15950,15927
15956 0.019068 0.051423 15950,15930
15959 0.022960 0.053905 15933,15950
15962 0.026227 12.039193 15950,15936
15965 0.029388 0.013003 15950,15939
15968 0.018987 0.050870 15942,15950
15971 0.029120 0.051692 15950,15945
15976 0.020243 0.104819 15953
15979 0.023310 0.053980 15976,15953,15956
15982 0.025720 0.053081 15959,15976
15985 0.018120 0.297836 15976,15962
15988 0.029496 0.202022 15976,15965
15991 0.021354 0.062240 15968,15976
15994 0.025717 0.012812 15976,15971
15999 0.017759 0.103504 15979
16002 0.024044 0.058326 15982,15999,15979
16005 0.021392 0.350868 15985,15999
16008 0.024507 0.054723 15999,15988
16011 0.020627 0.018103 15991,15999
16014 0.048860 0.053884 15994,15999
16019 0.020605 0.103082 16002
16022 0.028265 0.051961 16019,16002,16005
16025 0.020372 0.296213 16019,16008
16028 0.020556 0.053720 16019,16011
16031 0.028754 0.053939 16019,16014
16036 0.023301 0.103016 16022
16039 0.019709 0.312397 16036,16022,16025
16042 0.021622 0.051244 16028,16036
16045 0.025030 0.360572 16036,16031
16050 0.020425 0.105556 16039
16053 0.019871 0.052131 16042,16050,16039
16056 0.030407 0.051027 16045,16050
16061 0.024343 0.103877 16053
16064 0.019819 0.298362 16056,16061,16053
16069 0.019627 0.102609 16064,16056
16074 0.021573 0.096886 16064,16069
16077 0.025030 0.303887 16064,16061,16069,16053,16074
16081 0.029808 0.350537 16056,16050,16053,16074
16085 0.019364 0.371252 16036,16045,16042,16039,16074
16089 0.018276 0.292320 16028,16019,16022,16025,16031,16074
16093 0.021034 0.029835 16002,16011,15999,16014,16005,16008,16074
16097 0.023000 0.030371 15982,16074,15976,15988,15994,15985,15991,15979
16101 0.019458 0.031253 15959,15950,15953,16074,15962,15965,15971,15968,15956
16105 0.022108 0.031740 15933,15930,15936,15942,15939,15927,15921,16074,15924,15945
16109 0.021119 0.321008 15907,15904,15916,15910,15913,15901,15898,15892,15889,16074,15895
16113 0.016782 0.013154 15884,15869,15878,15881,15875,15872,15860,15863,16074,15854,15857,15866
16117 0.019205 0.031620 15849,15843,15840,15846,16074,15819,15831,15825,15837,15834,15828,15822,15816
16121 0.020939 0.035891 15796,15808,15790,16074,15781,15784,15778,15787,15775,15793,15805,15802,15799,15811
16125 0.016164 0.028827 15731,15746,15740,15734,15737,15743,15749,16074,15758,15767,15752,15764,15770,15755,15761
16129 0.017477 0.037703 15708,15723,15720,15726,15717,15702,15714,15705,15711,16074,15699,15693,15690,15696,15684,15687
16133 0.019844 0.028927 15676,15670,15673,15634,15679,16074,15649,15658,15661,15646,15652,15640,15643,15664,15655,15667,15637
16137 0.019783 0.013006 15611,15605,15617,15629,15626,15623,16074,15602,15620,15614,15608,15590,15593,15581,15587,15584,15596,15599
16141 0.018718 0.049557 15537,15534,15525,15531,15528,16074,15555,15570,15543,15540,15552,15564,15567,15558,15549,15546,15573,15561,15576
16145 0.014959 0.050494 15520,15481,15487,16074,15469,15502,15478,15472,15484,15514,15517,15475,15466,15508,15496,15490,15511,15493,15505,15499
16149 0.015542 0.050717 15446,15452,15443,15455,15440,15458,15404,15449,16074,15425,15437,15434,15407,15419,15431,15461,15416,15410,15428,15413,15422
16155 0.020537 0.037351 16077
16158 0.020516 0.297672 16081,16077,16155
16161 0.016329 0.053636 16155,16085
16164 0.020553 0.050930 16089,16155
16167 0.020101 0.309397 16093,16155
16170 0.016713 0.066878 16155,16097
16173 0.020409 0.011409 16101,16155
16176 0.028247 0.052020 16155,16105
16179 0.016249 0.347985 16109,16155
16182 0.019723 0.012499 16155,16113
16185 0.022884 0.034753 16117,16155
16188 0.016638 0.101002 16121,16155
16191 0.029128 0.033630 16125,16155
16194 0.018706 0.296053 16129,16155
16197 0.018576 0.029977 16155,16133
16200 0.021841 0.036478 16137,16155
16203 0.018131 0.055145 16155,16141
16206 0.018266 0.013233 16145,16155
16209 0.023569 0.034186 16155,16149
16214 0.016343 0.037040 16158
16217 0.022716 0.050715 16158,16161,16214
16220 0.016501 0.360513 16214,16164
16223 0.017732 0.062569 16214,16167
16226 0.021381 0.032451 16170,16214
16229 0.019905 0.011241 16173,16214
16232 0.021641 0.051521 16214,16176
16235 0.019759 0.053735 16214,16179
16238 0.018494 0.060889 16182,16214
16241 0.020545 0.123175 16214,16185
16244 0.016273 0.043666 16188,16214
16247 0.021980 0.059237 16214,16191
16250 0.019887 0.048496 16194,16214
16253 0.020870 0.040363 16214,16197
16256 0.018156 0.034115 16200,16214
16259 0.019326 0.034561 16214,16203
16262 0.024483 0.035236 16214,16206
16265 0.018152 0.011821 16209,16214
16270 0.018946 0.088472 16217
16273 0.018010 0.079875 16220,16270
16276 0.018315 0.047780 16223,16270
16279 0.016135 0.052942 16226,16270
16282 0.019517 0.042026 16229,16270
16285 0.017081 0.032455 16232,16270
16288 0.025620 0.052422 16235,16270
16291 0.020511 0.343998 16238,16270
16294 0.017113 0.042448 16270,16241
16297 0.018180 0.012162 16244,16270
16300 0.018481 0.067882 16247,16270
16303 0.019509 0.049160 16250,16270
16306 0.020522 0.051546 16253,16270
16309 0.018319 0.011152 16270,16256
16312 0.021019 0.032964 16259,16270
16315 0.023180 0.011026 16262,16270
16318 0.016555 0.049267 16265,16270
16323 0.020262 0.086742 16273
16326 0.015146 0.012410 16276,16323,16273
16329 0.016768 0.050151 16279,16323
16332 0.014985 0.050879 16282,16323
16335 0.016604 0.051243 16323,16285
16338 0.016291 0.013046 16288,16323
16341 0.018347 0.049170 16323,16291
16344 0.021977 0.050561 16294,16323
16347 0.015166 0.030698 16297,16323
16350 0.015509 0.050841 16300,16323
16353 0.021052 0.048507 16303,16323
16356 0.017744 0.049332 16323,16306
16359 0.020115 0.012402 16309,16323
16362 0.025178 0.057306 16312,16323
16365 0.018887 0.067438 16323,16315
16368 0.018298 0.013936 16318,16323
16373 0.017911 0.083918 16326
16376 0.021099 0.049896 16326,16329,16373
16379 0.023804 0.052793 16332,16373
16382 0.017547 0.047710 16335,16373
16385 0.015377 0.034429 16338,16373
16388 0.018589 0.048124 16341,16373
16391 0.015228 0.053075 16344,16373
16394 0.022858 0.299974 16347,16373
16397 0.019552 0.065662 16350,16373
16400 0.016811 0.292836 16353,16373
16403 0.018807 0.100951 16356,16373
16406 0.014897 0.039877 16359,16373
16409 0.016876 0.051422 16362,16373
16412 0.018402 0.048790 16365,16373
16415 0.016613 0.035494 16368,16373
16420 0.020710 0.087523 16376
16423 0.019365 0.052201 16376,16420,16379
16426 0.020134 0.052486 16382,16420
16429 0.017358 0.013224 16385,16420
16432 0.016572 0.048280 16388,16420
16435 0.020860 0.034119 16391,16420
16438 0.024652 0.050256 16420,16394
16441 0.019705 0.059963 16420,16397
16444 0.016062 0.012487 16420,16400
16447 0.019381 0.046634 16420,16403
16450 0.018628 0.067535 16406,16420
16453 0.017403 0.023429 16420,16409
16456 0.018960 0.011585 16420,16412
16459 0.017045 0.050419 16415,16420
16464 0.017216 0.046923 16423
16467 0.023497 0.011238 16426,16464,16423
16470 0.016310 0.051509 16464,16429
16473 0.016351 0.048258 16432,16464
16476 0.016139 0.036195 16464,16435
16479 0.014946 0.073721 16438,16464
16482 0.021440 0.032661 16441,16464
16485 0.020301 0.051126 16464,16444
16488 0.016118 0.033259 16464,16447
16491 0.018198 0.011532 16450,16464
16494 0.017258 0.052105 16453,16464
16497 0.019064 0.050756 16464,16456
16500 0.017238 0.011281 16459,16464
16505 0.017973 0.085774 16467
16508 0.015893 0.049075 16505,16470,16467
16511 0.017128 0.047925 16505,16473
16514 0.018894 0.053712 16476,16505
16517 0.019738 0.293814 16505,16479
16520 0.018652 0.051401 16505,16482
16523 0.017418 0.050162 16505,16485
16526 0.018838 0.051579 16505,16488
16529 0.017729 0.050640 16505,16491
16532 0.018216 0.050196 16494,16505
16535 0.015679 0.050434 16505,16497
16538 0.016733 0.050653 16505,16500
16543 0.022888 0.086174 16508
16546 0.019697 0.050870 16543,16511,16508
16549 0.024216 0.060217 16543,16514
16552 0.017922 0.050278 16543,16517
16555 0.019019 0.295412 16543,16520
16558 0.028383 0.059582 16543,16523
16561 0.021294 0.050540 16543,16526
16564 0.019889 0.073612 16543,16529
16567 0.017974 0.057533 16543,16532
16570 0.018153 0.040163 16543,16535
16573 0.015883 0.031147 16543,16538
16578 0.017961 0.086648 16546
16581 0.018972 0.091033 16549,16546,16578
16584 0.017625 0.058938 16552,16578
16587 0.020598 0.033087 16555,16578
16590 0.017801 0.036227 16558,16578
16593 0.018368 0.056871 16561,16578
16596 0.020839 0.012795 16564,16578
16599 0.017747 0.012289 16567,16578
16602 0.015944 0.011714 16570,16578
16605 0.016284 0.049765 16573,16578
16610 0.015741 0.088661 16581
16613 0.015247 0.050489 16610,16584
16616 0.019906 0.050907 16587,16610
16619 0.018693 0.051961 16590,16610
16622 0.019268 0.049051 16610,16593
16625 0.020210 0.050503 16610,16596
16628 0.016200 0.051672 16599,16610
16631 0.020001 0.053047 16610,16602
16634 0.017607 0.048989 16605,16610
16639 0.014544 0.042704 16613
16642 0.016729 0.030905 16613,16639,16616
16645 0.016874 0.012497 16619,16639
16648 0.015211 0.012914 16622,16639
16651 0.020214 0.013657 16625,16639
16654 0.017995 0.052205 16639,16628
16657 0.018159 0.069284 16631,16639
16660 0.026598 0.050605 16634,16639
16665 0.016048 0.086859 16642
