3814 0.199826 0.522116
3817 0.510338 0.376322 3814
3820 0.559462 0.349102 3814
3823 0.599704 0.384630 3814
3826 0.558394 0.059952 3814
3829 0.597829 0.057836 3814
3832 0.574076 0.421479 3814
3835 0.802518 0.057796 3814
3838 0.508442 0.013313 3814
3841 0.528282 0.055584 3814
3846 0.262685 0.262057 3817
3849 0.569064 0.103445 3820,3846
3852 0.610800 0.547288 3823,3846
3855 0.573245 0.114141 3826,3846
3858 0.515755 0.055805 3829,3846
3861 0.550473 0.097529 3832,3846
3864 0.560042 0.056091 3835,3846
3867 0.584587 0.057837 3838,3846
3870 0.478757 0.055569 3841,3846
3875 0.311280 0.255188 3849
3878 0.512756 0.401564 3852,3875
3881 0.646192 0.099640 3855,3875
3884 0.471898 0.410580 3875,3858
3887 0.581733 0.097680 3861,3875,3832
3890 0.619913 0.363774 3875,3864
3893 0.521584 0.055811 3838,3867,3875
3896 0.521557 0.415445 3870,3841,3875
3901 0.275086 0.253889 3878
3904 0.549496 0.100537 3881,3901
3907 0.470204 0.367695 3884,3901
3910 0.562858 0.056431 3887,3901,3832
3913 0.532807 0.013200 3890,3901
3916 0.470150 0.014248 3893,3838,3901
3919 0.585115 0.363958 3841,3896,3901
3924 0.256666 0.568341 3904
3927 0.454171 0.103441 3907,3924
3930 0.539415 0.329959 3832,3924,3910
3933 0.455554 0.101109 3913,3924
3936 0.535756 0.098679 3916,3838,3924
3939 0.541146 0.057644 3841,3919,3924
3944 0.204804 0.253316 3927
3947 0.451997 0.100011 3944,3930,3832
3950 0.520880 0.098700 3944,3933
3953 0.518329 0.101341 3838,3936,3944
3956 0.525150 0.099993 3841,3939,3944
3961 0.257737 0.211922 3832,3947
3964 0.506804 0.098807 3950,3832,3961
3967 0.535219 0.097416 3953,3838,3832,3961
3970 0.398711 0.103321 3841,3956,3832,3961
3975 0.203138 0.265271 3964
3978 0.501954 0.416055 3838,3967,3975
3981 0.431079 0.102106 3841,3970,3975
3986 0.213321 0.255419 3978,3838
3989 0.426257 0.101345 3841,3986,3838,3981
3994 0.249455 0.249274 3841,3989
3999 0.106394 0.209946 3841,3994
4002 0.350464 0.342435 3841,3986,3838,3989,3999
4006 0.424097 0.366620 3841,3978,3975,3981,3999
4010 0.520631 0.375388 3841,3970,3964,3832,3999,3967,3961
4014 0.470930 0.049418 3841,3999,3953,3950,3944,3956,3947
4018 0.458664 0.349116 3939,3927,3924,3936,3930,3933,3841,3999
4022 0.510993 0.040379 3904,3916,3907,3913,3901,3910,3919,3841,3999
4026 0.496099 0.046971 3878,3884,3887,3881,3875,3841,3999,3893,3890,3896
4030 0.469395 0.039545 3870,3861,3867,3864,3841,3855,3852,3999,3846,3849,3858
4034 0.526262 0.051073 3835,3823,3817,3832,3826,3820,3838,3829,3841,3999,3814
4040 0.184754 0.165265 4002,3838
4043 0.471203 0.096040 3838,4040,4006
4046 0.339596 0.298704 3838,4010,4040,3832
4049 0.479206 0.334577 3838,4040,4014
4052 0.561005 0.036486 3838,4018,4040
4055 0.524736 0.081298 3838,4040,4022
4058 0.469432 0.047501 3878,3884,3887,4040,3838,3875,4026,3893,3881,3890,3896
4061 0.562633 0.014292 4040,3870,3867,3861,3838,3864,4030,3855,3852,3846,3849,3858
4064 0.553900 0.049965 3835,4040,3817,3832,3826,3820,3838,3829,3841,4034,3823,3814
4069 0.121397 0.224406 4043
4072 0.357266 0.559107 4046,4069,3832
4075 0.449526 0.091408 4069,4049
4078 0.387269 0.055072 4069,4052
4081 0.409039 0.409398 4055,4069
4084 0.465743 0.047410 3878,3884,3887,3881,4069,3875,4058,3893,3890,3896
4087 0.464432 0.090079 4061,3870,3861,4069,3867,3864,3855,3852,3846,3849,3858
