3814 0.019014 0.350265 
3817 0.025353 0.355017 3814
3820 0.029856 0.297349 3814
3823 0.029995 0.346192 3814
3826 0.032437 0.298436 3814
3829 0.024260 0.295920 3814
3832 0.026363 0.318610 3814
3835 0.023502 0.049574 3814
3838 0.022993 0.011691 3814
3841 0.029039 0.092255 3814
3846 0.024732 0.117560 3817
3849 0.020501 0.014703 3820,3817,3846
3852 0.019475 0.096511 3823,3846
3855 0.024568 0.037901 3826,3846
3858 0.021579 0.064702 3829,3846
3861 0.028402 0.032619 3832,3846
3864 0.025511 0.029888 3835,3846
3867 0.028804 0.012135 3838,3846
3870 0.030802 0.011595 3841,3846
3875 0.031299 0.103564 3849
3878 0.019727 0.052600 3849,3852,3875
3881 0.026770 0.054802 3855,3875
3884 0.025538 0.047518 3875,3858
3887 0.027715 0.052736 3861,3875
3890 0.029669 0.013467 3875,3864
3893 0.020704 0.041192 3867,3875
3896 0.028558 0.085828 3870,3875
3901 0.016385 0.118993 3878
3904 0.024151 0.012164 3878,3881,3901
3907 0.025547 0.070045 3884,3901
3910 0.024105 0.016772 3887,3901
3913 0.019846 0.056616 3890,3901
3916 0.018617 0.056764 3893,3901
3919 0.023891 0.257478 3896,3901
3924 0.024313 0.102335 3904
3927 0.028715 0.056499 3904,3907,3924
3930 0.034157 0.052683 3924,3910
3933 0.031866 0.053436 3913,3924
3936 0.028207 0.051168 3916,3924
3939 0.020456 0.055227 3919,3924
3944 0.015898 0.105048 3927
3947 0.029632 0.055338 3944,3927,3930
3950 0.024918 0.053060 3944,3933
3953 0.027444 0.053715 3936,3944
3956 0.018834 0.053922 3939,3944
3961 0.020332 0.103872 3947
3964 0.038417 0.300471 3947,3950,3961
3967 0.021753 0.054403 3953,3961
3970 0.031147 0.054462 3956,3961
3975 0.019034 0.418870 3964
3978 0.032001 0.052423 3967,3964,3975
3981 0.020965 0.351934 3970,3975
3986 0.020135 0.100997 3978
3989 0.031924 0.053928 3978,3986,3981
3994 0.023568 0.101464 3989,3981
3999 0.019042 0.083456 3994,3989
4002 0.019495 0.493388 3986,3994,3989,3999
4006 0.018422 0.061816 3975,3989,3999,3978,3994,3981
4010 0.026317 0.311363 3970,3964,3961,3999,3967
4014 0.019159 0.311062 3999,3953,3950,3944,3956,3947
4018 0.022903 0.297132 3939,3927,3999,3924,3936,3930,3933
4022 0.016074 0.463137 3904,3916,3907,3913,3901,3910,3919,3999
4026 0.019129 0.365165 3878,3884,3887,3881,3875,3999,3893,3890,3896
4030 0.020917 0.011906 3870,3861,3867,3864,3855,3852,3999,3846,3849,3858
4034 0.022470 0.011355 3835,3823,3832,3814,3826,3820,3838,3829,3841,3999,3817
4040 0.020656 0.081843 4002
4043 0.021240 0.052016 4002,4040,4006
4046 0.021127 0.050874 4010,4040
4049 0.022275 0.051390 4040,4014
4052 0.017539 0.051464 4018,4040
4055 0.016503 0.049711 4022,4040
4058 0.015398 0.050138 4026,4040
4061 0.024406 0.050484 4030,4040
4064 0.017477 0.051444 4040,4034
4069 0.019085 0.083864 4043
4072 0.016430 0.051776 4046,4069,4043
4075 0.021199 0.050141 4069,4049
4078 0.018825 0.051252 4069,4052
4081 0.015725 0.050522 4055,4069
4084 0.022956 0.051061 4069,4058
4087 0.016348 0.049740 4061,4069
4090 0.016289 0.049136 4069,4064
4095 0.020433 0.097415 4072
4098 0.017306 0.065902 4075,4095,4072
4101 0.022288 0.052689 4078,4095
4104 0.017719 0.016163 4081,4095
4107 0.020941 0.087780 4084,4095
4110 0.022744 0.011821 4095,4087
4113 0.015815 0.058534 4090,4095
4118 0.017813 0.084745 4098
4121 0.019133 0.051927 4101,4118
4124 0.015312 0.051833 4104,4118
4127 0.022681 0.079277 4107,4118
4130 0.026313 0.052920 4110,4118
4133 0.017132 0.052597 4113,4118
4138 0.018023 0.041969 4121
4141 0.022686 0.095570 4138,4121,4124
4144 0.019127 0.052919 4138,4127
4147 0.022746 0.051732 4138,4130
4150 0.020624 0.016516 4138,4133
4155 0.019719 0.095496 4141
4158 0.018419 0.011973 4144,4141,4155
4161 0.019280 0.053492 4147,4155
4164 0.017777 0.056874 4150,4155
4169 0.018282 0.378208 4158
4172 0.020713 0.292262 4158,4161,4169
4175 0.016508 0.050569 4164,4169
4180 0.016673 0.083883 4172
4183 0.020258 0.051485 4180,4172,4175
4188 0.016983 0.082678 4175,4183
