205 0.388277 -1
206 0.228267 0.468849 205
207 0.526490 0.482348 205
208 0.514396 0.460319 205
209 0.513140 0.477964 205
210 0.187648 0.386100 205
211 0.142258 0.311457 210,206
212 0.158057 0.380645 210,207
213 0.185652 0.080337 208,210
214 0.158692 0.065570 209,210
215 0.188810 0.393939 205
216 0.138358 0.048311 215,206
217 0.145487 0.012707 215,207
218 0.170182 0.114642 208,215
219 0.143867 0.034629 209,215
220 0.187983 0.398634 205
221 0.208419 0.031281 220,206
222 0.314743 0.108924 207,220
223 0.309460 0.036133 208,220
224 0.286494 0.014912 209,220
225 0.469910 0.397341 205
226 0.157058 0.069343 225,206
227 0.142153 0.063176 225,207
228 0.271769 0.014558 208,225
229 0.143625 0.013312 209,225
230 0.150353 -1 211
231 0.281120 0.465336 212,230
232 0.239962 0.464242 230,213
233 0.230005 0.512911 214,230
234 0.208798 0.090597 216,230
235 0.163813 0.059524 234,217,231
236 0.141427 0.057020 234,218,232
237 0.189094 0.035268 234,219,233
238 0.351459 0.091382 230,221
239 0.154733 0.047862 238,231,222
240 0.148408 0.029972 223,238,232
241 0.150311 0.015943 224,238,233
242 0.204801 0.140585 226,230
243 0.166127 0.068127 227,231,242
244 0.142083 0.014683 228,232,242
245 0.147524 0.060996 242,229,233
246 0.154401 -1 235
247 0.211237 0.212054 236,246
248 0.207226 0.211925 246,237
249 0.190556 0.130354 246,239
250 0.153249 0.118669 247,249,240
251 0.149345 0.056463 241,249,248
252 0.186338 0.144500 246,243
253 0.157787 0.026117 252,244,247
254 0.154722 0.066124 252,245,248
255 0.152949 -1 250
256 0.204759 0.211698 251,255
257 0.184327 0.131702 253,255
258 0.143492 0.056415 256,257,254
259 0.149624 -1 258
