205 18.991736 -1
206 27.292633 3.595003 205
207 29.774017 3.111988 205
208 29.685353 6.482092 205
209 27.157836 2.868110 205
210 29.216929 2.626743 205
211 44.755860 0.220953 210,206
212 44.738261 1.286729 210,207
213 44.688199 1.091182 208,210
214 39.693393 1.125832 209,210
215 29.203672 2.630606 205
216 44.636992 1.429716 215,206
217 39.888428 1.074371 215,207
218 40.039723 1.384977 208,215
219 44.203068 1.069180 209,215
220 26.731722 2.613744 205
221 39.205305 1.136482 220,206
222 39.683761 1.274399 207,220
223 44.701966 1.261344 208,220
224 41.864001 1.071570 209,220
225 29.085426 2.428636 205
226 44.996674 1.078763 225,206
227 44.704214 1.068559 225,207
228 44.706764 1.260561 208,225
229 39.745121 1.074943 209,225
230 20.566558 -1 211
231 29.422876 3.099753 212,230
232 29.421093 2.767233 230,213
233 29.409084 3.109389 214,230
234 26.349987 2.587153 216,230
235 43.455953 1.111573 234,217,231
236 39.276242 1.258686 234,218,232
237 39.277748 1.015377 234,219,233
238 28.481594 2.565719 230,221
239 43.596983 1.366962 238,231,222
240 39.188703 1.070999 223,238,232
241 39.279881 1.388813 224,238,233
242 26.025516 2.579678 226,230
243 43.909709 1.416405 227,231,242
244 43.949618 1.064468 228,232,242
245 43.939560 1.072535 242,229,233
246 18.910004 -1 235
247 29.018211 3.143017 236,246
248 29.387999 3.063009 246,237
249 28.781121 2.323305 246,239
250 38.255516 1.112369 247,249,240
251 42.972760 1.115485 241,249,248
252 28.492628 2.586129 246,243
253 38.319490 1.544390 252,244,247
254 43.092335 1.349502 252,245,248
255 20.433111 -1 250
256 29.485364 2.860147 251,255
257 28.365844 2.370758 253,255
258 42.702559 1.516462 256,257,254
259 20.433847 -1 258
