205 1.077120 -1
206 1.579504 0.861845 205
207 1.600762 0.850873 205
208 1.657391 0.819424 205
209 1.743710 0.843185 205
210 1.591688 0.620600 205
211 2.510195 0.356565 210,206
212 2.678123 0.040402 210,207
213 2.660052 0.048370 208,210
214 2.535274 0.052417 209,210
215 1.584603 0.361036 205
216 2.500638 0.361848 215,206
217 2.606956 0.061866 215,207
218 2.740821 0.221608 208,215
219 2.500704 0.056144 209,215
220 1.461477 0.708273 205
221 2.441303 0.059094 220,206
222 2.450570 0.090418 207,220
223 2.522003 0.057690 208,220
224 2.500004 0.095236 209,220
225 1.498634 0.440720 205
226 2.807050 0.094639 225,206
227 2.800885 0.055453 225,207
228 2.659362 0.139585 208,225
229 2.618585 0.054987 209,225
230 1.100673 -1 211
231 1.569522 0.589998 212,230
232 1.560879 0.801896 230,213
233 1.789007 0.581884 214,230
234 1.593903 0.336156 216,230
235 2.132778 0.052782 234,217,231
236 2.135840 0.209192 234,218,232
237 2.148622 0.053402 234,219,233
238 1.589488 0.480801 230,221
239 1.939067 0.192304 238,231,222
240 1.927513 0.053191 223,238,232
241 1.945119 0.225854 224,238,233
242 1.459359 0.579536 226,230
243 1.894805 0.046655 227,231,242
244 1.899424 0.039484 228,232,242
245 2.219767 0.158709 242,229,233
246 1.081340 -1 235
247 1.560607 0.896284 236,246
248 1.551039 0.567571 246,237
249 1.452307 0.653921 246,239
250 2.130032 0.552647 247,249,240
251 1.849337 0.092546 241,249,248
252 1.613544 0.225262 246,243
253 1.988436 0.031210 252,244,247
254 1.889680 0.093977 252,245,248
255 1.065181 -1 250
256 1.541150 0.580293 251,255
257 1.434704 0.663667 253,255
258 1.813063 0.096111 256,257,254
259 1.057528 -1 258
