15416 0.014108 0.078222 0.108953 
15420 0.015784 0.062788 0.147015 15416
15424 0.016622 0.048191 0.124666 15416
15428 0.015993 0.055733 0.136958 15416
15432 0.013409 0.065791 0.099314 15416
15436 0.029404 0.061810 0.091701 15416
15440 0.015645 0.063416 0.056781 15416
15444 0.013619 0.057829 0.061879 15416
15448 0.012571 0.061321 0.068793 15416
15452 0.013409 0.068304 0.163638 15416
15456 0.019066 0.043092 0.134374 15416
15460 0.017669 0.057829 0.135911 15416
15464 0.013968 0.054197 0.137448 15416
15468 0.013340 0.061809 0.184241 15416
15472 0.014387 0.077942 0.169365 15416
15476 0.013899 0.061390 0.163288 15416
15480 0.012502 0.051682 0.103365 15416
15484 0.015853 0.058806 0.086044 15416
15488 0.013410 0.061879 0.093308 15416
15492 0.014038 0.065441 0.094845 15416
15499 0.010407 0.076545 0.040019 15420
15503 0.013898 0.054686 0.070889 15424,15499
15507 0.013270 0.058736 0.059784 15499,15428
15511 0.015505 0.049168 0.059854 15432,15499
15515 0.012502 0.058876 0.046584 15436,15499
15519 0.013619 0.063346 0.050216 15499,15440
15523 0.013899 0.053220 0.051613 15444,15499
15527 0.014108 0.054755 0.091212 15499,15448
15531 0.013060 0.049657 0.095892 15452,15499
15535 0.015644 0.063346 0.093796 15499,15456
15539 0.012502 0.066698 0.095334 15460,15499
15543 0.013759 0.056780 0.101968 15499,15464
15547 0.013270 0.061321 0.095682 15468,15499
15551 0.014038 0.056781 0.089677 15472,15499
15555 0.013480 0.050705 0.094845 15476,15499
15559 0.016273 0.056851 0.103365 15480,15499
15563 0.012571 0.060343 0.078082 15499,15484
15567 0.013479 0.060343 0.088769 15488,15499
15571 0.012292 0.060343 0.095752 15499,15492
15578 0.010825 0.072076 0.037016 15503
15582 0.014178 0.054755 0.054756 15578,15507
15586 0.014946 0.060343 0.063975 15511,15578
15590 0.016831 0.065022 0.047213 15578,15515
15594 0.013898 0.047632 0.061949 15519,15578
15598 0.014177 0.053289 0.052800 15578,15523
15602 0.013898 0.055315 0.049168 15578,15527
15606 0.014247 0.056711 0.058248 15578,15531
15610 0.015575 0.054197 0.052241 15535,15578
15614 0.013130 0.048610 0.060413 15578,15539
15618 0.013340 0.058318 0.055314 15578,15543
15622 0.013759 0.056222 0.065861 15547,15578
15626 0.013969 0.056781 0.054756 15578,15551
15630 0.014038 0.052172 0.051682 15555,15578
15634 0.014807 0.050774 0.048260 15578,15559
15638 0.012711 0.054755 0.058807 15578,15563
15642 0.012293 0.058317 0.052311 15578,15567
15646 0.012292 0.052730 0.049657 15571,15578
15653 0.009778 0.063904 0.092819 15582
15657 0.013828 0.056781 0.047702 15586,15653
15661 0.015505 0.066279 0.066978 15590,15653
15665 0.013410 0.051683 0.060343 15653,15594
15669 0.012362 0.049168 0.118032 15598,15653
15673 0.012362 0.054266 0.110139 15602,15653
15677 0.012362 0.053219 0.090165 15653,15606
15681 0.012920 0.050705 0.082133 15610,15653
15685 0.015993 0.059854 0.080108 15653,15614
15689 0.012292 0.048750 0.083670 15618,15653
15693 0.012432 0.057758 0.101899 15653,15622
15697 0.012292 0.051752 0.084089 15626,15653
15701 0.013758 0.050705 0.086115 15630,15653
15705 0.013060 0.062368 0.094705 15634,15653
15709 0.014876 0.055244 0.088209 15638,15653
15713 0.012781 0.039460 0.096241 15653,15642
15717 0.012223 0.054685 0.111048 15646,15653
15724 0.010057 0.062369 0.050216 15657
15728 0.013829 0.060832 0.058737 15661,15724
15732 0.014038 0.064045 0.058317 15665,15724
15736 0.016412 0.058387 0.091771 15669,15724
15740 0.013060 0.050635 0.094286 15724,15673
15744 0.014527 0.051194 0.084089 15677,15724
15748 0.013968 0.044559 0.093797 15681,15724
15752 0.012362 0.051753 0.094845 15685,15724
15756 0.013898 0.058317 0.081644 15689,15724
15760 0.015016 0.073821 0.093238 15693,15724
15764 0.012223 0.053778 0.090793 15697,15724
15768 0.013480 0.062438 0.082064 15701,15724
15772 0.012851 0.044629 0.087232 15705,15724
15776 0.012152 0.054266 0.102318 15709,15724
15780 0.014108 0.058807 0.081155 15713,15724
15784 0.016482 0.051752 0.097359 15717,15724
15791 0.010825 0.071029 0.046096 15728
15795 0.012153 0.055245 0.063905 15732,15791
15799 0.012013 0.058737 0.067676 15791,15736
15803 0.012362 0.060832 0.072076 15740,15791
15807 0.014108 0.057759 0.062369 15744,15791
15811 0.015924 0.049657 0.050635 15748,15791
15815 0.011594 0.057340 0.067397 15752,15791
15819 0.012222 0.044209 0.069981 15756,15791
15823 0.012152 0.056292 0.071098 15760,15791
15827 0.012292 0.048191 0.056781 15764,15791
15831 0.014178 0.062228 0.105880 15768,15791
15835 0.014876 0.063277 0.099943 15791,15772
15839 0.012152 0.064464 0.086254 15776,15791
15843 0.012222 0.058737 0.087092 15780,15791
15847 0.013200 0.052730 0.083670 15784,15791
15854 0.010616 0.058876 0.038971 15795
15858 0.014038 0.061391 0.055244 15854,15799
15862 0.015365 0.069981 0.059784 15854,15803
15866 0.013689 0.053219 0.059854 15854,15807
15870 0.013689 0.058806 0.049169 15854,15811
15874 0.013828 0.056222 0.078641 15854,15815
15878 0.013969 0.064394 0.050634 15854,15819
15882 0.012990 0.048190 0.064394 15854,15823
15886 0.017390 0.057759 0.051194 15854,15827
15890 0.012432 0.046584 0.053778 15854,15831
15894 0.013759 0.048190 0.056292 15854,15835
15898 0.013479 0.063486 0.124107 15854,15839
15902 0.013898 0.056781 0.090095 15854,15843
15906 0.013968 0.054756 0.094705 15854,15847
15913 0.013479 0.065371 0.042673 15858
15917 0.011664 0.059296 0.057759 15858,15913,15862
15921 0.013899 0.059784 0.079828 15866,15913
15925 0.013340 0.051683 0.058387 15870,15913
15929 0.012362 0.064393 0.059296 15874,15913
15933 0.013828 0.055803 0.118101 15878,15913
15937 0.014667 0.061460 0.099315 15882,15913
15941 0.017041 0.055803 0.096800 15886,15913
15945 0.013270 0.058317 0.117193 15890,15913
