15416 0.076686 0.121942 0.198279 
15420 0.168806 0.144501 0.073542 15416
15424 0.137866 0.139822 0.138914 15416
15428 0.144501 0.125784 0.130254 15416
15432 0.143594 0.136889 0.122152 15416
15436 0.159098 0.180120 0.145060 15416
15440 0.164965 0.147085 0.123200 15416
15444 0.139752 0.133397 0.129346 15416
15448 0.146177 0.178444 0.093239 15416
15452 0.159099 0.145130 0.116566 15416
15456 0.125714 0.147574 0.124597 15416
15460 0.119428 0.157702 0.150508 15416
15464 0.129626 0.131721 0.134094 15416
15468 0.127879 0.098825 0.121593 15416
15472 0.131930 0.113562 0.138076 15416
15476 0.119289 0.129346 0.123759 15416
15480 0.150089 0.095892 0.123828 15416
15484 0.131231 0.099873 0.086254 15416
15488 0.135212 0.090305 0.098895 15416
15492 0.135143 0.095263 0.098337 15416
15499 0.067955 0.045117 0.079200 15420
15503 0.128578 0.062368 0.114610 15424,15499,15420
15507 0.131511 0.061251 0.094355 15499,15428,15420
15511 0.133467 0.119079 0.098406 15432,15499
15515 0.154279 0.096241 0.083600 15436,15499
15519 0.122641 0.091353 0.091771 15499,15440
15523 0.120476 0.094845 0.086604 15444,15499
15527 0.119428 0.086673 0.088349 15499,15448
15531 0.119289 0.105810 0.092330 15452,15499
15535 0.118032 0.089397 0.078572 15499,15456
15539 0.139194 0.094845 0.097848 15460,15499
15543 0.116426 0.126343 0.105530 15499,15464
15547 0.125435 0.098965 0.087721 15468,15499
15551 0.116216 0.103924 0.090724 15472,15499
15555 0.119079 0.099314 0.083670 15476,15499
15559 0.126134 0.088209 0.087721 15480,15499
15563 0.149251 0.095823 0.079060 15499,15484
15567 0.125924 0.099873 0.105320 15488,15499
15571 0.127810 0.102877 0.109511 15499,15492
15578 0.065162 0.040019 0.083670 15503
15582 0.129625 0.060832 0.119149 15503,15578,15507
15586 0.149112 0.109581 0.093797 15511,15503,15578
15590 0.127390 0.111048 0.091212 15578,15515
15594 0.122921 0.084718 0.095263 15519,15578
15598 0.125644 0.097428 0.095403 15578,15523
15602 0.126552 0.083600 0.090724 15578,15527
15606 0.115378 0.097009 0.098266 15578,15531
15610 0.125574 0.126203 0.091212 15535,15578
15614 0.127112 0.092330 0.090304 15578,15539
15618 0.154488 0.100851 0.088279 15578,15543
15622 0.131720 0.092260 0.096870 15547,15578
15626 0.134932 0.086254 0.088210 15578,15551
15630 0.124317 0.081574 0.085626 15555,15578
15634 0.123129 0.082204 0.095823 15578,15559
15638 0.123479 0.091282 0.088698 15578,15563
15642 0.135422 0.088209 0.115866 15578,15567
15646 0.123130 0.106857 0.107416 15571,15578
15653 0.064045 0.051124 0.086743 15582
15657 0.113562 0.107416 0.127041 15582,15586,15653
15661 0.152393 0.098337 0.111048 15582,15590,15653
15665 0.124387 0.123689 0.094844 15653,15594
15669 0.124527 0.095962 0.078013 15598,15653
15673 0.125784 0.093866 0.096311 15602,15653
15677 0.116077 0.081225 0.096311 15653,15606
15681 0.114051 0.096870 0.088139 15610,15653
15685 0.124247 0.098477 0.104692 15653,15614
15689 0.146806 0.089886 0.089746 15618,15653
15693 0.113981 0.089606 0.091842 15653,15622
15697 0.124318 0.087651 0.080736 15626,15653
15701 0.124247 0.089257 0.087302 15630,15653
15705 0.122781 0.089816 0.078571 15634,15653
15709 0.121873 0.094286 0.095962 15638,15653
15713 0.126063 0.097428 0.082063 15653,15642
15717 0.122711 0.110489 0.117263 15646,15653
15724 0.060273 0.045118 0.083181 15657
15728 0.148553 0.057758 0.072076 15657,15661,15724
15732 0.128647 0.059854 0.109022 15657,15665,15724
15736 0.119498 0.055244 0.116634 15669,15724
15740 0.113702 0.059365 0.079060 15724,15673
15744 0.123899 0.051752 0.090793 15677,15724
15748 0.127810 0.058806 0.095334 15681,15724
15752 0.127600 0.057340 0.086743 15685,15724
15756 0.113213 0.056781 0.087790 15689,15724
15760 0.129206 0.071447 0.086254 15693,15724
15764 0.152672 0.049238 0.097917 15697,15724
15768 0.119847 0.056781 0.091283 15701,15724
15772 0.128368 0.053708 0.090724 15705,15724
15776 0.124807 0.048120 0.087651 15709,15724
15780 0.124248 0.063416 0.081645 15713,15724
15784 0.122432 0.112584 0.088838 15717,15724
15791 0.074101 0.050216 0.088698 15728
15795 0.126552 0.064883 0.122642 15728,15732,15791
15799 0.129276 0.054267 0.099384 15728,15791,15736
15803 0.124317 0.055803 0.087581 15728,15740,15791
15807 0.124458 0.056711 0.094844 15744,15791
15811 0.150508 0.052800 0.100362 15748,15791
15815 0.115866 0.052730 0.084787 15752,15791
15819 0.124736 0.064464 0.098406 15756,15791
15823 0.115308 0.061949 0.088349 15760,15791
15827 0.120197 0.064952 0.085695 15764,15791
15831 0.121873 0.055733 0.090794 15768,15791
15835 0.119778 0.055803 0.085625 15791,15772
15839 0.145829 0.063346 0.106438 15776,15791
15843 0.112235 0.057270 0.095403 15780,15791
15847 0.120756 0.062438 0.094425 15784,15791
15854 0.059994 0.117403 0.088839 15795
15858 0.137238 0.062788 0.066489 15854,15795,15799
15862 0.126902 0.114540 0.108882 15854,15795,15803
15866 0.124946 0.092260 0.096311 15854,15807
15870 0.121105 0.114748 0.073543 15854,15811
