3826 0.074520 0.116704 0.184451 
3830 0.137518 0.161752 0.119708 3826
3834 0.167549 0.129765 0.100292 3826
3838 0.153232 0.135492 0.102597 3826
3842 0.150858 0.128228 0.089746 3826
3846 0.159657 0.130254 0.084299 3826
3850 0.155955 0.160704 0.086743 3826
3854 0.123060 0.133956 0.085765 3826
3858 0.145339 0.111467 0.100851 3826
3862 0.118451 0.091701 0.105041 3826
3869 0.063346 0.032895 0.076616 3830
3873 0.126133 0.052241 0.120197 3834,3869,3830
3877 0.137866 0.100432 0.095752 3838,3869,3830
3881 0.135142 0.081575 0.102806 3869,3842
3885 0.136818 0.088210 0.082972 3869,3846
3889 0.153860 0.135561 0.106927 3869,3850
3893 0.128019 0.094844 0.096800 3869,3854
3897 0.118940 0.092819 0.093797 3869,3858
3901 0.117194 0.102946 0.091701 3862,3869
3908 0.063834 0.045607 0.062788 3873
3912 0.128717 0.052730 0.074032 3873,3908,3877
3916 0.150927 0.072704 0.097289 3881,3873,3908
3920 0.125295 0.068445 0.097358 3885,3908
3924 0.130324 0.059854 0.094845 3889,3908
3928 0.127391 0.104971 0.097358 3893,3908
3932 0.120057 0.081574 0.096800 3908,3897
3936 0.115867 0.093796 0.093797 3908,3901
3943 0.076965 0.043161 0.082831 3912
3947 0.128647 0.056711 0.112444 3916,3943,3912
3951 0.130813 0.059784 0.094844 3920,3943,3912
3955 0.130743 0.056293 0.078153 3943,3912,3924
3959 0.149461 0.055175 0.082203 3928,3943
3963 0.128298 0.050216 0.080527 3943,3932
3967 0.126273 0.068444 0.095892 3936,3943
3974 0.059226 0.100362 0.075079 3916,3947
3978 0.122711 0.057340 0.103854 3920,3951,3974,3947
3982 0.129207 0.056781 0.086184 3974,3955,3947
3986 0.130603 0.102946 0.081575 3959,3974,3947
3990 0.140172 0.100361 0.082623 3974,3963
3994 0.131371 0.104483 0.090235 3967,3974
4001 0.060831 0.044069 0.088699 3978,3951
4005 0.153231 0.054755 0.113632 4001,3951,3955,3982
4009 0.138565 0.111607 0.092261 3959,4001,3951,3986
4013 0.136539 0.083181 0.081574 4001,3951,3963,3990
4017 0.133816 0.101758 0.093308 4001,3951,3994
4024 0.058387 0.035409 0.070400 4005,3982
4028 0.137447 0.056292 0.121664 4009,4024,3986,3982
4032 0.106857 0.064464 0.092819 4013,4024,3982,3990
4036 0.117124 0.062298 0.098895 4024,3994,4017,3982
4043 0.056082 0.100781 0.070470 3986,4028
4047 0.115517 0.062368 0.060762 3990,3986,4032,4043
4051 0.117683 0.059784 0.110489 3986,4036,4017,4043
4058 0.055245 0.099245 0.084578 4047,3990
4062 0.142546 0.050216 0.074521 3990,4017,4051,4058
4069 0.058807 0.105809 0.179840 4062,4017
4076 0.062089 0.090793 0.162730 4069,4017
4080 0.140031 0.107905 0.140451 4062,4058,4076,4017,3990
4085 0.121942 0.090235 0.123479 4047,4051,4043,3986,4076,4017
4090 0.121174 0.091842 0.097848 4024,4032,4028,4036,4076,4017,3982
4095 0.122152 0.096660 0.090235 4009,4013,4001,3951,4076,4017,4005
4100 0.126971 0.086114 0.092261 4076,4017,3974,3978,3986,3994,3982,3990
4105 0.151625 0.077664 0.090235 3959,3943,3951,4076,4017,3955,3947,3967,3963
4110 0.151276 0.090723 0.101898 3916,3920,3936,3912,3924,3908,3928,4076,4017,3932
4115 0.152883 0.089117 0.098756 3885,3869,3873,3881,3901,3889,4076,4017,3877,3893,3897
4120 0.174882 0.089746 0.087651 3834,3826,3830,3862,4076,4017,3854,3838,3850,3846,3842,3858
4128 0.047632 0.034991 0.058596 4080,3990
4132 0.116915 0.112515 0.125645 4128,4085,4051,4043,3986,4047,3990
4136 0.130743 0.088210 0.096242 4128,4028,4024,4090,4032,4036,3982,3990
4140 0.127600 0.085137 0.091213 4009,4128,4095,4013,4001,3951,4017,4005,3990
4144 0.135283 0.082762 0.090724 4128,4100,3974,3978,3986,3994,3982,3990
4148 0.157213 0.085695 0.109161 3959,4128,3951,3943,3955,3947,3967,4105,3963,3990
4152 0.160495 0.089676 0.094216 3916,3920,4128,3912,3924,3928,3936,3908,3932,4110,3990
4156 0.153931 0.079619 0.089746 3885,3869,4128,3881,3901,3873,3889,3877,4115,3893,3897,3990
4160 0.163499 0.096940 0.083041 3834,3826,4128,3830,3862,4120,3838,3854,3842,3850,3846,3858,3990
4167 0.050286 0.043023 0.066419 4132,4047,3986,4051,4043
4171 0.131511 0.119219 0.141638 4167,4047,4051,4043,4136,4024,4032,4028,4036,3986,3982
4175 0.133048 0.089606 0.101410 4167,4009,4047,4051,4043,4013,4001,3951,4017,4140,4005,3986
4179 0.139752 0.088209 0.089607 4167,4047,4051,4043,4144,3974,3978,3986,3994,3982,3990
4183 0.156654 0.094215 0.103854 4167,3959,4047,4148,4051,4043,3951,3943,3955,3947,3967,3963,3986
4187 0.171600 0.090654 0.093168 4167,4152,3920,4047,3912,4051,4043,3928,3936,3908,3932,3916,3924,3986
4191 0.163568 0.088699 0.086114 4167,3885,3869,4047,4156,3901,4051,4043,3873,3889,3877,3893,3881,3986,3897
4195 0.183473 0.081644 0.093308 3834,3826,3830,3862,3838,4167,4047,4051,4160,4043,3854,3842,3850,3846,3986,3858
4202 0.074381 0.034013 0.062368 4024,4032,4171,4036,4028,3982
4206 0.166291 0.103924 0.131372 4175,4009,4013,4001,3951,4017,4005,4024,4032,4028,4036,4202,3982
4210 0.155676 0.081156 0.091212 3990,4179,4024,4032,4028,4036,4202,3978,3986,3994,3982,3974
4214 0.185289 0.096311 0.094774 3959,4183,3943,3955,3947,3967,4024,4032,4028,4036,4202,3951,3982,3963
4218 0.186685 0.087232 0.095822 3916,3920,3912,3924,3928,3936,3908,4187,3932,4024,4032,4028,4036,4202,3982
4222 0.188571 0.078012 0.089188 3869,3901,3873,4191,4024,4032,4036,4202,3877,4028,3885,3881,3889,3893,3897,3982
4226 0.176907 0.093238 0.112933 3834,3826,3830,3862,4195,3838,4024,4032,4036,4202,4028,3854,3842,3858,3850,3846,3982
4233 0.080108 0.034991 0.054755 4009,4013,4001,3951,4206,4017,4005
4237 0.156864 0.104971 0.126133 4009,4210,4013,4001,3951,4017,4005,3974,3978,3986,3994,4233,3982,3990
4241 0.184870 0.103784 0.092261 4009,3959,4214,4013,4001,3951,3943,4017,4005,3955,3947,3967,3963,4233
4245 0.174953 0.085207 0.090235 4009,3920,3912,3924,3916,4013,4001,3951,3936,4017,4218,4005,3908,3932,4233,3928
