1081 0.159168 0.145549 0.255409 
1085 0.341593 0.155117 0.151905 1081
1089 0.325599 0.114539 12.631837 1081
1093 0.345644 0.146317 0.099384 1081
1097 0.344177 0.115168 0.098407 1081
1104 0.146527 0.049168 0.151067 1085
1108 0.282508 0.119638 0.122152 1104,1089
1112 0.293193 0.096311 0.097778 1104,1093
1116 0.279505 0.087162 0.105530 1104,1097
1123 0.143245 0.032406 0.147574 1108
1127 0.248914 0.117054 0.107974 1123,1112
1131 0.246818 0.112374 0.090724 1123,1116
1138 0.123968 0.041555 0.138356 1127
1142 0.243677 0.068933 0.065861 1131,1138
1149 0.134305 0.125296 0.240114 1142
1156 0.140730 0.100502 0.213784 1149
1160 0.303740 0.055244 0.114539 1142,1156,1138
1165 0.308558 0.110000 0.093308 1131,1156,1123,1127
1170 0.300736 0.084089 0.082623 1104,1156,1112,1108,1116
1175 0.327625 0.095264 0.085626 1085,1097,1081,1093,1156,1089
1183 0.126762 0.039530 0.118311 1160
1187 0.272032 0.099314 0.110558 1165,1183
1191 0.277829 0.095333 0.089257 1183,1170
1195 0.298153 0.092819 0.100850 1175,1097,1081,1085,1093,1183,1089
1202 0.150089 0.031987 0.105041 1187
1206 0.293752 0.112444 0.134933 1191,1202
1210 0.325809 0.101340 0.095752 1085,1097,1081,1093,1195,1089,1202
1217 0.191994 0.044559 0.117124 1206
1221 0.338521 0.077524 0.071447 1210,1097,1217,1081,1093,1085,1089
1228 0.196673 0.103365 0.224958 1085,1097,1081,1221,1093,1089
