1081 0.453130 0.195765 0.408571
1085 1.014374 0.113003 0.171460 1081
1089 1.007739 0.089257 0.099873 1081
1093 1.024432 0.102247 0.084717 1081
1097 1.078838 0.091772 0.094355 1081
1104 0.442026 0.086184 0.303530 1085
1108 0.899765 0.110070 0.121035 1104,1089
1112 0.895504 0.085696 0.095334 1104,1093
1116 0.900323 0.088698 0.090165 1104,1097
1123 0.452991 0.066559 0.300666 1108
1127 0.866590 0.113423 0.123898 1123,1112
1131 0.866730 0.094216 0.104413 1123,1116
1138 0.456832 0.081015 0.294032 1127
1142 0.858698 0.080038 0.098964 1131,1138
1149 0.455156 0.193111 0.404590 1142
1156 0.494406 0.134305 0.340407 1149
1160 1.104749 0.117683 0.112095 1142,1156,1138
1165 1.349962 0.089258 0.094845 1131,1156,1123,1127
1170 1.453117 0.080038 0.082622 1104,1156,1112,1108,1116
1175 1.479238 0.082133 0.085207 1085,1097,1081,1093,1156,1089
1183 0.748978 0.044559 0.238229 1160
1187 1.422806 0.114609 0.137796 1165,1183
1191 1.439010 0.081086 0.083949 1183,1170
1195 1.444527 0.085137 0.087162 1175,1183,1081
1202 0.717898 0.029403 0.238717 1187
1206 1.396686 0.105321 0.100851 1191,1202
1210 1.396476 0.085556 0.115797 1195,1081,1202
1217 0.733193 0.038483 0.240603 1206
1221 1.373498 0.092539 0.092679 1210,1217,1081
1228 0.730190 0.123130 0.334540 1081,1221
