3826 0.016832 0.096591 0.131372
3830 0.026120 0.068654 0.159587 3826
3834 0.027238 0.059645 0.137936 3826
3838 0.038133 0.064323 0.129277 3826
3842 0.031987 0.060203 0.158749 3826
3846 0.024374 0.060901 0.169365 3826
3850 0.045257 0.063067 0.140451 3826
3854 0.046724 0.064743 0.098825 3826
3858 0.026889 0.058876 0.086673 3826
3862 0.026330 0.053149 0.103505 3826
3869 0.017042 0.077524 0.044139 3830
3873 0.026260 0.056223 0.057828 3834,3869,3830
3877 0.023955 0.053708 0.057759 3869,3838
3881 0.031708 0.066419 0.054267 3869,3842
3885 0.026330 0.044699 0.066419 3869,3846
3889 0.026190 0.056292 0.055245 3869,3850
3893 0.023677 0.049657 0.120616 3869,3854
3897 0.026330 0.059296 0.089257 3869,3858
3901 0.022768 0.052660 0.081784 3862,3869
3908 0.019766 0.078083 0.044140 3873
3912 0.024654 0.053289 0.062369 3873,3908,3877
3916 0.026470 0.060204 0.060343 3881,3908
3920 0.031078 0.051752 0.089746 3885,3908
3924 0.026540 0.056851 0.097429 3889,3908
3928 0.027238 0.071028 0.092330 3893,3908
3932 0.026679 0.064953 0.089746 3908,3897
3936 0.032197 0.066977 0.091701 3908,3901
3943 0.015994 0.073473 0.038971 3912
3947 0.023955 0.050775 0.059854 3916,3943,3912
3951 0.023607 0.104971 0.105600 3920,3943
3955 0.027169 0.094774 0.104483 3943,3924
3959 0.023537 0.097917 0.099384 3928,3943
3963 0.031498 0.087720 0.087721 3943,3932
3967 0.024515 0.100850 0.097359 3936,3943
3974 0.015784 0.038063 0.042533 3947
3978 0.024794 0.057828 0.119988 3951,3974,3947
3982 0.026680 0.059295 0.095753 3974,3955
3986 0.026540 0.058318 0.103365 3959,3974
3990 0.029542 0.057829 0.101689 3974,3963
3994 0.023816 0.054196 0.097918 3967,3974
4001 0.015086 0.093726 0.037016 3978
4005 0.023816 0.061391 0.051194 4001,3982,3978
4009 0.026470 0.057270 0.052730 4001,3986
4013 0.024654 0.060832 0.058318 4001,3990
4017 0.023746 0.055734 0.061110 4001,3994
4024 0.020184 0.088558 0.113003 4005
4028 0.026191 0.063905 0.105461 4009,4024,4005
4032 0.026190 0.058806 0.095822 4013,4024
4036 0.026889 0.053219 0.095333 4024,4017
4043 0.015924 0.076127 0.043511 4028
4047 0.030800 0.065022 0.109512 4032,4028,4043
4051 0.023047 0.059784 0.096870 4036,4043
4058 0.016064 0.079060 0.035898 4047
4062 0.036666 0.057200 0.069353 4047,4051,4058
4069 0.015715 0.071517 0.108464 4062,4051
4076 0.018089 0.072076 0.108953 4062,4069
4080 0.023956 0.061879 0.102877 4062,4069,4076,4058
4085 0.024374 0.053848 0.086114 4076,4047,4051,4043
4090 0.022908 0.055734 0.085765 4024,4076,4032,4028,4036
4095 0.024235 0.051682 0.103156 4009,4013,4001,4076,4017,4005
4100 0.023606 0.048190 0.085066 3994,3974,3978,3986,4076,3982,3990
4105 0.023257 0.049099 0.085695 3959,3943,3951,4076,3955,3947,3967,3963
4110 0.028495 0.050705 0.077035 3916,3920,3936,3912,3924,3928,4076,3908,3932
4115 0.022349 0.040507 0.088698 3885,3869,3873,3881,3901,4076,3889,3877,3893,3897
4120 0.023537 0.055804 0.078991 3834,3826,3830,3862,4076,3838,3854,3842,3850,3846,3858
4128 0.015225 0.063346 0.035409 4080
4132 0.023746 0.051752 0.054756 4080,4128,4085
4136 0.024025 0.079549 0.055803 4128,4090
4140 0.022698 0.051683 0.094775 4128,4095
4144 0.028006 0.048609 0.081155 4100,4128
4148 0.023327 0.050146 0.090794 4128,4105
4152 0.023536 0.056222 0.082133 4128,4110
4156 0.024444 0.049658 0.112165 4128,4115
4160 0.021860 0.047561 0.089257 4128,4120
4167 0.015994 0.081085 0.040577 4132
4171 0.027378 0.058317 0.054756 4167,4132,4136
4175 0.022419 0.049169 0.052660 4167,4140
4179 0.022419 0.054196 0.050216 4167,4144
4183 0.021861 0.051612 0.058806 4167,4148
4187 0.021790 0.053708 0.093308 4167,4152
4191 0.023117 0.050146 0.080597 4167,4156
4195 0.026819 0.050146 0.073962 4167,4160
4202 0.016203 0.061320 0.035969 4171
4206 0.023397 0.048260 0.057270 4202,4175,4171
4210 0.023677 0.047701 0.051683 4202,4179
4214 0.023188 0.068933 0.098895 4202,4183
4218 0.022699 0.048121 0.086674 4202,4187
4222 0.028146 0.055804 0.081016 4202,4191
4226 0.022908 0.056711 0.088699 4202,4195
4233 0.015854 0.065372 0.040089 4206
4237 0.022977 0.059784 0.081435 4206,4233,4210
4241 0.022140 0.058877 0.053150 4214,4233
4245 0.021441 0.051263 0.048680 4233,4218
4249 0.026121 0.053708 0.094146 4233,4222
4253 0.021511 0.046166 0.095823 4226,4233
4260 0.014946 0.062857 0.035479 4237
4264 0.022000 0.055245 0.079619 4260,4237,4241
4268 0.023397 0.058318 0.049238 4260,4245
4272 0.022977 0.057340 0.047073 4260,4249
4276 0.022279 0.050146 0.115098 4260,4253
4283 0.021302 0.069842 0.037993 4264
4287 0.022629 0.053219 0.057829 4268,4283,4264
4291 0.023257 0.070819 0.056712 4283,4272
4295 0.021581 0.050705 0.050635 4283,4276
4302 0.015435 0.064882 0.102876 4287
4306 0.022000 0.051193 0.061321 4302,4291,4287
4310 0.029194 0.045607 0.056292 4295,4302
4317 0.015086 0.063835 0.092470 4306
4321 0.024235 0.053708 0.057898 4310,4306,4317
4328 0.015365 0.063346 0.104413 4321,4310
