3826 0.314146 0.169923 0.353886 
3830 0.933079 0.156235 0.158121 3826
3834 0.940901 0.123689 0.127740 3826
3838 0.955009 0.124527 0.151206 3826
3842 0.955987 0.129765 0.156724 3826
3846 1.044336 0.134235 0.136889 3826
3850 0.708399 0.154628 0.101340 3826
3854 0.710356 0.123200 0.109650 3826
3858 0.653365 0.097918 0.086673 3826
3862 0.941600 0.099943 0.105949 3826
3869 0.304158 0.050286 0.239835 3830
3873 0.718527 0.118101 0.144850 3834,3869
3877 0.818679 0.090724 0.103505 3869,3838
3881 0.787809 0.099803 0.098406 3869,3842
3885 0.669987 0.093238 0.093308 3869,3846
3889 0.715454 0.133467 0.090235 3869,3850
3893 0.706026 0.093797 0.091283 3869,3854
3897 0.692196 0.099314 0.086743 3869,3858
3901 0.723206 0.098615 0.088210 3862,3869
3908 0.317569 0.051753 0.239066 3873
3912 0.726907 0.108044 0.109512 3908,3877
3916 0.652597 0.124736 0.096940 3881,3908
3920 0.653504 0.101270 0.095822 3885,3908
3924 0.677600 0.103435 0.090375 3889,3908
3928 0.680254 0.097289 0.083740 3893,3908
3932 0.644984 0.086603 0.096381 3908,3897
3936 0.724323 0.092260 0.101829 3908,3901
3943 0.305835 0.044629 0.042603 3912
3947 0.670546 0.127810 0.116146 3916,3943
3951 0.733752 0.101409 0.098476 3920,3943
3955 0.736127 0.102457 0.086743 3943,3924
3959 0.733194 0.101339 0.087232 3928,3943
3963 0.625359 0.090235 0.072006 3943,3932
3967 0.726698 0.099943 0.097778 3936,3943
3974 0.284883 0.046654 0.225518 3947
3978 0.681581 0.137447 0.116146 3951,3974
3982 0.683187 0.093937 0.096870 3974,3955
3986 0.662793 0.089257 0.093308 3959,3974
3990 0.664539 0.087232 0.088698 3974,3963
3994 0.663771 0.096940 0.092820 3967,3974
4001 0.290959 0.041137 0.232572 3978
4005 0.658393 0.118171 0.129764 4001,3982
4009 0.641072 0.121663 0.093308 4001,3986
4013 0.656159 0.083251 0.075429 4001,3990
4017 0.598749 0.100362 0.095263 4001,3994
4024 0.295988 0.040019 0.228521 4005
4028 0.625498 0.137866 0.129905 4009,4024
4032 0.630387 0.096800 0.104483 4013,4024
4036 0.619073 0.096869 0.085137 4024,4017
4043 0.310025 0.039112 0.224959 4028
4047 0.624520 0.113073 0.111607 4032,4043
4051 0.623123 0.097289 0.093238 4036,4043
4058 0.294869 0.042044 0.235784 4047
4062 0.613905 0.080108 0.086184 4051,4058
4069 0.311003 0.144502 0.337473 4062
4076 0.320222 0.122012 0.285930 4069
4080 0.826642 0.125715 0.101479 4062,4076,4058
4085 0.913104 0.085136 0.101899 4076,4047,4051,4043
4090 1.012559 0.101759 0.092819 4024,4076,4032,4028,4036
4095 1.031904 0.086184 0.096312 4009,4013,4001,4076,4017,4005
4100 0.997752 0.078013 0.080527 3994,3974,3978,3986,4076,3982,3990
4105 0.961574 0.086254 0.102038 3959,3943,3951,4076,3955,3947,3967,3963
4110 0.952635 0.088698 0.087232 3916,3920,3936,3912,3924,3928,4076,3908,3932
4115 0.911848 0.088768 0.077035 3885,3869,3873,3881,3901,4076,3889,3877,3893,3897
4120 1.010673 0.087791 0.089117 3834,3826,3830,3862,4076,3838,3854,3842,3850,3846,3858
4128 0.467378 0.035968 0.184521 4080
4132 0.991815 0.116146 0.118101 4128,4085
4136 0.996914 0.089187 0.080527 4128,4090
4140 0.935803 0.080597 0.093378 4128,4095
4144 0.924140 0.081644 0.085137 4100,4128
4148 0.931193 0.083530 0.087651 4128,4105
4152 0.941181 0.087232 0.089746 4128,4110
4156 0.931333 0.084718 0.087720 3869,4128,4115
4160 0.985181 0.091772 0.112793 3834,3826,4128,3830,3862,4120,3838,3854,3842,3850,3846,3858
4167 0.488539 0.034502 0.191714 4132
4171 0.995587 0.121803 0.104901 4167,4136
4175 0.909682 0.075428 0.092261 4167,4140
4179 0.919599 0.074521 0.083600 4167,4144
4183 0.951447 0.092191 0.093727 4167,4148
4187 0.961574 0.094285 0.087162 4167,4152
4191 0.901371 0.078432 0.078083 4167,3869,4156
4195 0.973308 0.084089 0.098895 4167,3834,3830,4160,3826,3862,3838,3854,3842,3850,3846,3858
4202 0.467936 0.043022 0.184032 4171
4206 0.991537 0.122641 0.124806 4202,4175
4210 1.006063 0.094845 0.086743 4202,4179
4214 1.002013 0.084228 0.078013 4202,4183
4218 0.984133 0.087721 0.082553 4202,4187
4222 0.906888 0.077943 0.085696 4202,3869,4191
4226 0.981688 0.084229 0.088280 3834,3826,3830,3862,4195,3838,3854,3842,3850,3846,4202,3858
4233 0.433924 0.039600 0.197720 4206
4237 0.903676 0.118660 0.108534 4233,4210
4241 0.928958 0.089746 0.092749 4214,4233
4245 0.914362 0.086184 0.081575 4233,4218
4249 0.922255 0.082553 0.095753 3869,4233,4222
4253 0.932311 0.094775 0.098337 3834,3826,3830,3862,3838,3854,3842,3850,3846,4226,4233,3858
4260 0.463955 0.032965 0.170273 4237
4264 0.879441 0.126064 0.116146 4260,4241
4268 0.894806 0.098965 0.088699 4260,4245
4272 0.887193 0.093867 0.081645 4260,3869,4249
