15416 0.164685 0.129765 0.258064 
15420 0.389575 0.145619 0.166851 15416
15424 0.435600 0.121733 0.155397 15416
15428 0.394673 0.097359 0.137937 15416
15432 0.395861 0.147435 0.125296 15416
15436 0.390273 0.135911 0.159727 15416
15440 0.402077 0.129696 0.134305 15416
15444 0.283416 0.112515 0.166990 15416
15448 0.337612 0.145898 0.151206 15416
15452 0.306323 0.151905 0.132349 15416
15456 0.302272 0.134933 0.151207 15416
15460 0.353606 0.173486 0.153511 15416
15464 0.305904 0.122153 0.138495 15416
15468 0.300178 0.125225 0.130254 15416
15472 0.320921 0.152183 0.124247 15416
15476 0.319384 0.137447 0.101968 15416
15480 0.330210 0.104413 0.095333 15416
15484 0.374559 0.102527 0.087232 15416
15488 0.324972 0.087791 0.097847 15416
15492 0.334539 0.090794 0.103644 15416
15499 0.169294 0.040578 0.141498 15420
15503 0.274267 0.118591 0.124667 15424,15499,15420
15507 0.306673 0.096800 0.093797 15499,15428,15420
15511 0.299898 0.088210 0.091212 15432,15499,15420
15515 0.288514 0.094356 0.108253 15436,15499,15420
15519 0.282997 0.088209 0.090166 15440,15499,15420
15523 0.296406 0.111047 0.080597 15444,15499,15420
15527 0.293753 0.078152 0.080666 15448,15499,15420
15531 0.286698 0.094914 0.094775 15452,15499,15420
15535 0.289353 0.101339 0.092889 15499,15456,15420
15539 0.336286 0.092749 0.124736 15460,15499,15420
15543 0.286210 0.089187 0.108532 15499,15464,15420
15547 0.283206 0.081575 0.089676 15468,15499,15420
15551 0.336356 0.101479 0.094286 15472,15499,15420
15555 0.297384 0.088768 0.094774 15476,15499,15420
15559 0.292076 0.090165 0.103435 15480,15499,15420
15563 0.281809 0.089677 0.095334 15484,15499,15420
15567 0.287677 0.097289 0.093168 15488,15499,15420
15571 0.280203 0.098965 0.106159 15499,15492
15578 0.137308 0.051194 0.144991 15503,15424
15582 0.311631 0.065441 0.123688 15424,15578,15507,15428
15586 0.311841 0.055734 0.090234 15511,15424,15578,15432
15590 0.298991 0.096800 0.090235 15436,15424,15578,15515
15594 0.364013 0.090724 0.089258 15519,15424,15578,15440
15598 0.304857 0.116635 0.094356 15424,15578,15523
15602 0.283696 0.092260 0.112444 15424,15578,15527
15606 0.303949 0.090235 0.088629 15424,15452,15578,15531
15610 0.276851 0.080527 0.093867 15424,15535,15578,15456
15614 0.300876 0.106089 0.092819 15424,15578,15539,15460
15618 0.357588 0.092190 0.093238 15424,15578,15543,15464
15622 0.282089 0.096870 0.098056 15424,15578,15468,15547
15626 0.282368 0.106647 0.100851 15472,15424,15578,15551
15630 0.347530 0.097848 0.096242 15555,15424,15578,15476
15634 0.297942 0.089816 0.095683 15424,15578,15559,15480
15638 0.308349 0.094844 0.094216 15424,15578,15484,15563
15642 0.302971 0.093866 0.088698 15424,15578,15567
15646 0.298083 0.096311 0.091701 15424,15571,15578,15492
15653 0.148622 0.037575 0.161822 15582,15428
15657 0.279016 0.061321 0.113142 15432,15586,15653,15428
15661 0.276781 0.103505 0.088768 15436,15590,15653,15428
15665 0.287397 0.095333 0.088139 15594,15440,15653,15428
15669 0.277549 0.090794 0.099315 15598,15653,15428
15673 0.298780 0.099384 0.091842 15602,15653,15428
15677 0.277619 0.119149 0.093797 15606,15653,15531,15428
15681 0.304088 0.102457 0.096731 15610,15653,15535,15428
