1081 0.016413 0.079480 0.118032
1085 0.026609 0.061879 0.145479 1081
1089 0.028076 0.056851 0.140032 1081
1093 0.032546 0.060901 0.102457 1081
1097 0.027378 0.060832 0.110279 1081
1104 0.016762 0.071517 0.040578 1085
1108 0.029752 0.052171 0.059365 1104,1085,1089
1112 0.027517 0.055244 0.056851 1104,1093
1116 0.027587 0.044559 0.061810 1104,1097
1123 0.016553 0.072984 0.111397 1108
1127 0.024584 0.060343 0.112025 1123,1112,1108
1131 0.031428 0.056292 0.099454 1123,1116
1138 0.016622 0.066419 0.049658 1127
1142 0.025073 0.060343 0.054756 1131,1138,1127
1149 0.020114 0.072495 0.113701 1142,1131
1156 0.016902 0.073473 0.092330 1142,1149
1160 0.023397 0.058388 0.118869 1142,1156,1149,1138
1165 0.024375 0.056851 0.085695 1131,1156,1123,1127
1170 0.023607 0.057270 0.082063 1104,1156,1112,1108,1116
1175 0.022978 0.044070 0.090724 1085,1097,1081,1093,1156,1089
1183 0.016413 0.065442 0.048680 1160
1187 0.021581 0.058388 0.056223 1165,1160,1183
1191 0.028705 0.051683 0.093308 1183,1170
1195 0.021930 0.052171 0.095822 1175,1183
1202 0.015923 0.072285 0.034502 1187
1206 0.022489 0.055314 0.108464 1191,1187,1202
1210 0.023187 0.052171 0.084648 1195,1202
1217 0.016203 0.064882 0.033384 1206
1221 0.024304 0.052730 0.054266 1210,1206,1217
1228 0.015505 0.065930 0.102946 1210,1221
