1081 0.067816 0.114539 0.211339
1085 0.109791 0.151625 0.157702 1081
1089 0.108254 0.101340 0.114540 1081
1093 0.109161 0.118730 0.097847 1081
1097 0.110558 0.122711 0.114888 1081
1104 0.048470 0.052730 0.083250 1085
1108 0.130603 0.058387 0.120197 1104,1089
1112 0.102456 0.057340 0.087790 1104,1093
1116 0.103504 0.060413 0.094286 1104,1097
1123 0.046374 0.103505 0.085067 1089,1108
1127 0.097639 0.070959 0.108953 1123,1112,1089,1093
1131 0.094985 0.110000 0.104832 1097,1123,1089,1116
1138 0.048470 0.037016 0.067955 1093,1127
1142 0.097080 0.053289 0.068375 1097,1131,1138,1093
1149 0.063904 0.100362 0.184102 1142,1097
1156 0.058457 0.095752 0.157142 1097,1149
1160 0.103505 0.116774 0.151137 1142,1156,1097,1138,1093
1165 0.104552 0.101060 0.097429 1097,1123,1131,1156,1089,1127
1170 0.105250 0.086673 0.094775 1104,1097,1116,1156,1112,1108
1175 0.102666 0.091213 0.083112 1085,1097,1081,1093,1156,1089
1183 0.047981 0.043581 0.070889 1160,1093
1187 0.102806 0.109511 0.131930 1165,1093,1131,1123,1183,1089,1127
1191 0.103785 0.091772 0.110000 1104,1112,1116,1093,1170,1183,1108
1195 0.105251 0.112374 0.088768 1175,1097,1081,1085,1093,1183,1089
1202 0.047632 0.040578 0.071936 1187,1131,1123,1089,1127
1206 0.106298 0.057340 0.127251 1104,1112,1202,1108,1116,1191,1131,1123,1089,1127
1210 0.108743 0.104901 0.087092 1085,1097,1081,1093,1131,1123,1195,1089,1202,1127
1217 0.048400 0.029473 0.050146 1104,1206,1112,1108,1116
1221 0.105810 0.068375 0.069493 1210,1097,1217,1081,1093,1085,1089,1104,1112,1116,1108
1228 0.055035 0.082133 0.149111 1085,1097,1081,1221,1093,1089
