211,212
212,206 181
206,181
217,218
218,207 182
207,206 181 182
213,207 182 187
222,223
223,208 183
208,206 181 183
219,208 183 193
226,227
214,207 182 208 183 188
210,206 181 185
216,207 182 210 185 190
227,209
209,206 181 184
225,209 184 210 200
224,209 184 199
229,230
215,207 182 209 184 189
220,208 183 209 184 194
228,210 205
230,210
221,208 183 210 185 195
231,213
232,231 213 214
233,231 213 215
235,236
236,231
234,231 216
237,232 219
238,232 233 220
240,241
241,232
239,232 234 221
244,245
245,233
242,233 224
243,233 234 225
247,248
248,234
246,234 228
249,237
252,253
253,249
251,249 237 239
250,249 237 238
254,250 238 242
256,257
257,250
255,250 251 243
259,260
260,251
258,251 246
263,264
264,261 254
261,254
266,267
267,262 255
262,261 254 255
265,262 255 258
269,270
270,268 258
268,265 258
272,206
271,272
274,186
273,274
276,191
275,276
278,196
277,278
280,201
279,280
282,207
281,282
284,231
283,284
286,192
285,286
288,197
287,288
290,202
289,290
292,208
291,292
294,232
293,294
296,249
295,296
298,198
297,298
300,203
299,300
302,209
301,302
304,233
303,304
306,250
305,306
308,261
307,308
310,204
309,310
312,210
311,312
314,234
313,314
316,251
315,316
318,262
317,318
320,268
319,320
