93946,93947
93947,93797 91395
93797,93795 91295 91395
93898,93797 91395 91397
93995,93996
93996,93798 91445
93798,93795 91295 91445
93899,93798 91445 93797 91395 91447
94043,94044
94044,93799 91495
93799,93795 91295 91495
93896,93897
93897,93796 91345
93796,93795 91295 91345
93948,93798 91445 91448
93847,93796 91345 91346
93997,93799 91495 91499
93850,93799 91495 93796 91345 91496
93849,93798 91445 93796 91345 91446
93949,93799 91495 93798 91445 91498
94181,94182
93845,93846
93846,93795 91295
94182,93802 91645
93795,91295
93802,93795 91295 91645
94136,94137
94225,94226
94226,93803 91695
93803,93795 91295 91695
94310,94311
94311,93805 91795
93805,93795 91295 91795
94138,93802 91645 91652
94268,94269
94269,93804 91745
93804,93795 91295 91745
94137,93801 91595
93801,93795 91295 91595
93853,93802 91645 93796 91345 91646
94183,93803 91695 91703
94430,94431
94431,93808 91945
93808,93795 91295 91945
93854,93803 91695 93796 91345 91696
93852,93801 91595 93796 91345 91596
93902,93801 91595 93797 91395 91597
94270,93805 91795 91805
93855,93804 91745 93796 91345 91746
93903,93802 91645 93797 91395 91647
93953,93803 91695 93798 91445 91698
94227,93804 91745 91754
94000,93802 91645 93799 91495 91649
93848,93797 91395 93796 91345 91396
93856,93805 91795 93796 91345 91796
93905,93804 91745 93797 91395 91747
93906,93805 91795 93797 91395 91797
94002,93804 91745 93799 91495 91749
94391,94392
93951,93801 91595 93798 91445 91598
94090,94091
94091,93800 91545
93800,93795 91295 91545
93952,93802 91645 93798 91445 91648
94092,93801 91595 91601
95459,95460
95460,95175 91596
95175,95170 91346 93852 91596
94093,93802 91645 93801 91595 91651
95269,95270
95270,95171 91396
95171,95170 91346 93848 91396
94393,93808 91945 91958
93859,93808 91945 93796 91345 91946
95225,95175 91596 95171 91396 93902 91597
93909,93808 91945 93797 91395 91947
95318,95319
95319,95172 91446
93958,93808 91945 93798 91445 91948
95172,95170 91346 93849 91446
94006,93808 91945 93799 91495 91949
95222,95172 91446 95171 91396 93899 91447
95274,95175 91596 95172 91446 93951 91598
94643,94644
94644,93814 92245
93814,93795 91295 92245
94392,93807 91895
93807,93795 91295 91895
94001,93803 91695 93799 91495 91699
95219,95220
95220,95170 91346
95170,93847 91346
95221,95171 91396 93898
93954,93804 91745 93798 91445 91748
94468,94469
94469,93809 91995
93809,93795 91295 91995
94353,93807 91895 91907
93955,93805 91795 93798 91445 91798
93858,93807 91895 93796 91345 91896
94003,93805 91795 93799 91495 91799
93908,93807 91895 93797 91395 91897
94432,93809 91995 92009
94095,93804 91745 93801 91595 91751
93957,93807 91895 93798 91445 91898
94096,93805 91795 93801 91595 91801
94005,93807 91895 93799 91495 91899
94505,94506
94506,93810 92045
93810,93795 91295 92045
94045,93800 91545 91550
93901,93800 91545 93797 91395 91547
93950,93800 91545 93798 91445 91548
93998,93800 91545 93799 91495 91549
94047,93802 91645 93800 91545 91650
94610,94611
94611,93813 92195
93813,93795 91295 92195
95633,95634
95634,95179 91796
95179,95170 91346 93856 91796
94185,93805 91795 93803 91695 91803
94048,93803 91695 93800 91545 91700
95593,95179 91796 94270 91805
95271,95172 91446 93948 91448
94099,93808 91945 93801 91595 91951
93900,93799 91495 93797 91395 91497
94612,93814 92245 92264
95548,95549
95549,95177 91696
95177,95170 91346 93854 91696
94470,93810 92045 92060
94049,93804 91745 93800 91545 91750
95366,95367
95367,95173 91496
95173,95170 91346 93850 91496
94098,93807 91895 93801 91595 91901
95229,95179 91796 95171 91396 93906 91797
94228,93805 91795 93804 91745 91804
94139,93803 91695 93802 91645 91702
94143,93807 91895 93802 91645 91902
95753,95754
94050,93805 91795 93800 91545 91800
95754,95182 91946
95182,95170 91346 93859 91946
93864,93813 92195 93796 91345 92196
95506,95177 91696 94183 91703
93860,93809 91995 93796 91345 91996
94187,93807 91895 93803 91695 91903
95278,95179 91796 95172 91446 93955 91798
94100,93809 91995 93801 91595 92001
94140,93804 91745 93802 91645 91752
93914,93813 92195 93797 91395 92197
93910,93809 91995 93797 91395 91997
94230,93807 91895 93804 91745 91904
93861,93810 92045 93796 91345 92046
94145,93809 91995 93802 91645 92002
95276,95177 91696 95172 91446 93953 91698
94101,93810 92045 93801 91595 92051
93963,93813 92195 93798 91445 92198
95324,95177 91696 95173 91496 94001 91699
94272,93807 91895 93805 91795 91905
93851,93800 91545 93796 91345 91546
95716,95182 91946 94393 91958
94189,93809 91995 93803 91695 92003
95326,95179 91796 95173 91496 94003 91799
95791,95792
95792,95183 91996
95183,95170 91346 93860 91996
94146,93810 92045 93802 91645 92052
95320,95173 91496 93997 91499
95232,95182 91946 95171 91396 93909 91947
95281,95182 91946 95172 91446 93958 91948
95329,95182 91946 95173 91496 94006 91949
94011,93813 92195 93799 91495 92199
95755,95183 91996 94432 92009
95423,95183 91996 95175 91596 94100 92001
95413,95414
95414,95174 91546
95174,95170 91346 93851 91546
95415,95175 91596 94092 91601
94232,93809 91995 93804 91745 92004
94190,93810 92045 93803 91695 92053
95223,95173 91496 95171 91396 93900 91497
94058,93813 92195 93800 91545 92200
94675,94676
94676,93815 92295
93815,93795 91295 92295
96541,96542
96542,96493 93898
96493,95221 93898
94793,94794
94794,93819 92495
93819,93795 91295 92495
94274,93809 91995 93805 91795 92005
94645,93815 92295 92315
94233,93810 92045 93804 91745 92054
94104,93813 92195 93801 91595 92201
95512,95183 91996 95177 91696 94189 92003
94576,94577
94577,93812 92145
93812,93795 91295 92145
95504,95505
95505,95176 91646
95176,95170 91346 93853 91646
95272,95173 91496 95172 91446 93949 91498
94141,93805 91795 93802 91645 91802
96638,96639
96639,96495 91497
96495,96493 93898 95223 91497
95224,95174 91546 95171 91396 93901 91547
95368,95174 91546 94045 91550
96592,96495 91497 95320 93997
95461,95176 91646 94138 91652
95226,95176 91646 95171 91396 93903 91647
95275,95176 91646 95172 91446 93952 91648
95323,95176 91646 95173 91496 94000 91649
96685,96686
96686,96496 91547
96496,96493 93898 95224 91547
95370,95176 91646 95174 91546 94047 91650
95371,95177 91696 95174 91546 94048 91700
93999,93801 91595 93799 91495 91599
94184,93804 91745 93803 91695 91753
94052,93807 91895 93800 91545 91900
96640,96496 91547 95368 91550
93959,93809 91995 93798 91445 91998
93904,93803 91695 93797 91395 91697
93911,93810 92045 93797 91395 92047
95273,95174 91546 95172 91446 93950 91548
95828,95829
95829,95184 92046
95184,95170 91346 93861 92046
95373,95179 91796 95174 91546 94050 91800
95462,95177 91696 95176 91646 94139 91702
95793,95184 92046 94470 92060
94053,93808 91945 93800 91545 91950
94007,93809 91995 93799 91495 91999
93960,93810 92045 93798 91445 92048
94578,93813 92195 92213
95419,95179 91796 95175 91596 94096 91801
95233,95183 91996 95171 91396 93910 91997
94142,93806 91845 93802 91645 91852
97063,97064
97064,96505 91997
96505,96493 93898 95233 91997
94144,93808 91945 93802 91645 91952
94275,93810 92045 93805 91795 92055
94149,93813 92195 93802 91645 92202
93863,93812 92145 93796 91345 92146
94351,94352
94352,93806 91845
93806,93795 91295 91845
94046,93801 91595 93800 91545 91600
94543,93812 92145 92162
96590,96591
96591,96494 93899
96494,96493 93898 95222 93899
95468,95183 91996 95176 91646 94145 92002
94060,93815 92295 93800 91545 92300
93870,93819 92495 93796 91345 92496
95591,95592
95592,95178 91746
95178,95170 91346 93855 91746
95321,95174 91546 95173 91496 93998 91549
96731,96732
96732,96497 93902
96497,96493 93898 95225 93902
97025,97026
97026,96504 91947
96504,96493 93898 95232 91947
96687,96497 93902 95415 94092
96546,96497 93902 96494 93899 95274 91598
94846,94847
94847,93821 92595
93821,93795 91295 92595
94355,93809 91995 93807 91895 92007
96988,96504 91947 95716 94393
93913,93812 92145 93797 91395 92147
95551,95179 91796 95178 91746 94228 91804
93865,93814 92245 93796 91345 92246
96695,96505 91997 96497 93902 95423 92001
95508,95179 91796 95177 91696 94185 91803
95555,95183 91996 95178 91746 94232 92004
93962,93812 92145 93798 91445 92148
94193,93813 92195 93803 91695 92203
96553,96504 91947 96494 93899 95281 91948
94106,93815 92295 93801 91595 92301
94706,94707
94707,93816 92345
93816,93795 91295 92345
93915,93814 92245 93797 91395 92247
95422,95182 91946 95175 91596 94099 91951
94010,93812 92145 93799 91495 92149
93866,93815 92295 93796 91345 92296
96601,96504 91947 96495 91497 95329 91949
93920,93819 92495 93797 91395 92497
96543,96494 93899 95271 93948
94054,93809 91995 93800 91545 92000
95597,95183 91996 95179 91796 94274 92005
97027,96505 91997 95755 92009
96776,96777
96777,96498 93903
96498,96493 93898 95226 93903
96544,96495 91497 96494 93899 95272 93949
96116,96117
96117,95193 92496
95193,95170 91346 93870 92496
96733,96498 93903 95461 94138
95322,95175 91596 95173 91496 93999 91599
94312,93806 91845 91856
95556,95184 92046 95178 91746 94233 92054
95227,95177 91696 95171 91396 93904 91697
95550,95178 91746 94227 91754
93857,93806 91845 93796 91345 91846
96740,96505 91997 96498 93903 95468 92002
96545,96496 91547 96494 93899 95273 91548
95463,95178 91746 95176 91646 94140 91752
94356,93810 92045 93807 91895 92057
94008,93810 92045 93799 91495 92049
