350 5.042957 -1 -1
351 13.207749 1.022895 2.224164 350
352 11.587572 0.786761 1.907644 350
353 11.586943 0.900044 2.032101 350
354 11.690517 0.911498 2.122964 350
357 7.627083 0.111746 0.246260 351
358 11.650917 0.153860 0.551815 352,351
359 11.454873 0.164197 0.501879 353,351
360 12.344510 0.310654 0.681232 354,351
363 7.098805 0.260787 0.480508 352
364 11.721946 0.583174 0.774051 353,352
365 11.770345 0.294800 0.735777 354,352
368 6.947109 0.276850 0.384337 353
369 11.473311 0.312190 0.731727 354,353
372 6.834525 0.264419 0.391041 354
375 4.741383 -1 -1 357
376 11.447400 0.999219 2.153415 375,358
377 11.574371 0.785505 1.948920 375,359
378 11.425051 0.880908 2.014851 375,360
381 6.897732 0.105251 0.253524 363,376
382 11.542873 0.146876 0.620050 364,377,376
383 11.740384 0.327276 0.767136 378,365,376
386 6.958284 0.133606 0.147225 368,377
387 11.722295 0.286559 0.751352 378,377,369
390 6.978816 0.168737 0.381333 378,372
393 4.713935 -1 -1 381
394 11.380980 1.000406 2.097961 393,382
395 11.276498 0.776495 1.912951 393,383
398 6.684296 0.126902 0.252477 386,394
399 11.134720 0.229218 0.638069 387,395,394
402 6.656918 0.127391 0.133816 390,395
405 4.587453 -1 -1 398
406 11.231521 1.001105 2.154324 405,399
409 6.383839 0.123479 0.337055 406,402
412 4.527040 -1 -1 409
415 0.289073 0.073752 0.247378 350
418 0.584152 0.120406 0.133536 415,351
421 0.547346 0.100013 0.086114 415,352
424 0.582406 0.095333 0.081016 415,353
427 0.552723 0.044559 0.048190 415,354
432 0.290958 0.067676 0.246470 418,375
435 0.565295 0.127670 0.117473 421,432,376
438 0.568019 0.097637 0.083530 432,424,377
441 0.535542 0.051263 0.048749 378,432,427
446 0.281879 0.091981 0.239834 393,435
449 0.520247 0.091772 0.086603 446,438,394
452 0.536800 0.045676 0.033803 441,446,395
457 0.260788 0.122851 0.136051 405,449
460 0.512147 0.082553 0.075847 406,452,457
465 0.259461 0.165943 0.350044 460,412
470 0.284533 0.138355 0.282927 465,412
473 0.651898 0.123479 0.115308 406,470,460,457
477 0.835511 0.086673 0.095264 452,470,449,395,446
481 0.955777 0.081505 0.085556 378,470,438,441,435,432
485 0.945790 0.097778 0.096381 415,470,354,421,418,424,427
491 0.473873 0.033803 0.191226 473,405
494 0.903676 0.110209 0.109162 477,491,394
497 0.908985 0.084019 0.091771 481,491,377
500 0.869734 0.094356 0.087651 485,353,491
505 0.462070 0.034851 0.189689 393,494
508 0.857510 0.113771 0.112724 497,505,376
511 0.856323 0.103016 0.094286 505,352,500
516 0.455085 0.032336 0.183892 375,508
519 0.815816 0.072285 0.079968 511,351,516
524 0.455016 0.124038 0.289352 519,350
